source,time_step,RUL,event,Spec_1_Cat3,167_6,167_1,397_8,291_10,Spec_1_Cat5,158_6,397_23,397_12,397_7,370_0,158_3,459_10,Spec_1_Cat7,397_35,158_9,Spec_1_Cat4,397_17,459_7,459_5,459_3,Spec_1_Cat2,397_3,Spec_7_Cat4,397_13,459_12,427_0,167_0,397_1,Spec_1_Cat16,309_0,397_9,397_20,291_3,167_9,291_0,397_6,167_4,Spec_6_Cat1,397_18,459_6,Spec_1_Cat1,Spec_3_Cat2,459_4,272_6,Spec_2_Cat3,272_4,272_1,291_2,158_2,397_11,272_9,459_9,Spec_7_Cat1,459_13,397_34,291_9,397_27,Spec_5_Cat2,397_5,Spec_0_Cat1,Spec_6_Cat4,459_16,272_2,397_0,100_0,459_14,397_33,Spec_2_Cat10,397_2,272_5,291_8,397_16,Spec_1_Cat9,459_18
234,2020-01-02 08:21:00,322.20000000000005,1,0,13574661.0,5507233.0,2688600.0,2323.0,0,8345033.0,1262.0,412391.0,2649043.0,0.0,17668702.0,15259.77738888898,0,4662.0,10234239.0,0,2279.0,6116.79736111108,2453.675777777784,1225.3974999999975,1,1278372.0,0,2627690.0,19731.91538888882,152130150.0,26690.0,11181829.0,0,41011.0,185424.0,3027032.0,11645.0,222504.0,16608.0,3965218.0,47405300.0,0,199061.0,4133.919111111038,0,0,1751.4376388888932,14086.0,0,19318643.0,7832218.0,9870.0,57645079.0,3303.0,0.0,24101.37722222233,1,22483.764305555527,655114.0,9115.0,393143.0,0,86013.0,0,0,20.9229166666666,4773088.0,7588767.0,8896997.0,48707.92133333344,1652183.0,0,6751326.0,3407089.0,2409.0,65203.0,0,0.6815277777777762
234,2020-01-02 08:22:00,321.20000000000005,1,0,13672762.0,5596108.0,2725100.0,2350.0,0,8450549.0,1282.0,416771.0,2685703.0,0.0,17880142.0,15431.002611111178,0,4662.0,10346367.0,0,2279.0,6192.90524999996,2478.366027777784,1234.0815277777774,1,1285596.0,0,2659786.0,19908.466944444423,153686133.0,28250.0,11300333.0,0,42089.0,187544.0,3065268.0,11705.0,222504.0,16719.0,4003858.0,48146225.0,0,200293.0,4186.503249999938,0,0,1767.8438333333331,14086.0,0,19423228.0,7890913.0,9948.0,58106359.0,3307.0,0.0,24399.13830555573,1,22668.833416666526,660514.0,9172.0,401175.0,0,86158.0,0,0,20.9352777777778,4833435.0,7648324.0,8978137.0,49186.51936111103,1665172.0,0,6810139.0,3437743.0,2424.0,66171.0,0,0.6815277777777762
234,2020-01-02 08:23:00,315.0,1,0,14135737.0,6469063.0,2856981.0,2494.0,0,8938926.0,1350.0,461760.0,2853643.0,0.0,18916246.0,16375.924777777778,0,4870.0,11060212.0,0,2424.0,6445.37894444438,2587.367305555564,1288.5435833333374,1,1375753.0,0,2804243.0,21084.27977777782,161154804.0,28250.0,11795005.0,0,52995.0,204344.0,3219688.0,12299.0,225279.0,17229.0,4456531.0,51047885.0,0,207317.0,4370.292138888818,0,0,1849.352638888893,16829.0,0,20078324.0,8598555.0,10303.0,61257367.0,3484.0,0.0,25782.325027777937,1,23876.183388888727,707838.0,9472.0,443215.0,0,90560.0,0,0,21.2543611111112,5093383.0,8003456.0,9832372.0,50998.47669444443,1745196.0,0,7126755.0,3545540.0,2478.0,73059.0,0,0.6815277777777762
234,2020-01-02 08:24:00,314.0,1,0,14249933.0,6589453.0,2890645.0,2518.0,0,9013710.0,1366.0,466244.0,2873447.0,0.0,19088242.0,16513.29347222218,0,4954.0,11229520.0,0,2464.0,6520.99830555558,2613.496666666664,1298.6336944444374,1,1393405.0,0,2822451.0,21262.396361111023,162533951.0,28250.0,11870322.0,0,55711.0,207693.0,3251345.0,12390.0,225279.0,17343.0,4539619.0,51624440.0,0,208461.0,4402.561722222158,0,0,1866.9617222222328,16933.0,0,20270529.0,8760314.0,10393.0,61694479.0,3513.0,0.0,26006.77522222233,1,24084.24505555553,722663.0,9517.0,449899.0,0,91148.0,0,0,21.551111111111204,5158397.0,8093789.0,10008017.0,51531.05077777784,1765192.0,0,7193851.0,3581251.0,2493.0,75175.0,0,0.6834444444444422
234,2020-01-02 08:25:00,313.20000000000005,1,0,14249933.0,6603013.0,2891265.0,2518.0,0,9014046.0,1366.0,466540.0,2874515.0,0.0,19091098.0,16513.749055555578,0,4958.0,11230096.0,0,2468.0,6521.533166666581,2614.034111111104,1300.0808333333375,1,1393474.0,0,2822941.0,21263.333527777824,162552673.0,28250.0,11871910.0,0,55753.0,207797.0,3251405.0,12402.0,225279.0,17367.0,4544627.0,51624440.0,0,208546.0,4403.135833333278,0,0,1867.9218611111128,16933.0,0,20270763.0,8768595.0,10411.0,61703336.0,3514.0,0.0,26008.134055555736,1,24086.073416666528,722667.0,9524.0,449903.0,0,91149.0,0,0,21.551111111111204,5165534.0,8094861.0,10014797.0,51532.712861111024,1765236.0,0,7194403.0,3581316.0,2493.0,75180.0,0,0.6834444444444422
234,2020-01-02 08:26:00,311.0,1,0,14414304.0,6907273.0,2932449.0,2554.0,0,9174342.0,1462.0,477516.0,2914192.0,0.0,19379350.0,16837.525888888977,0,5751.0,11454856.0,0,2533.0,6617.20441666658,2666.191833333344,1325.2328333333376,1,1427839.0,0,2853814.0,21611.681138888824,164856337.0,29765.0,12029454.0,0,59561.0,215381.0,3298198.0,12639.0,225279.0,17649.0,4793309.0,52340915.0,0,211518.0,4481.969083333278,0,0,1902.3669722222328,16933.0,0,20488695.0,9500339.0,10636.0,62637152.0,3610.0,0.0,26500.007027777938,1,24433.509388888728,745536.0,9638.0,463996.0,0,92801.0,0,0,21.782750000000004,5329945.0,8382126.0,10656697.0,52058.69608333342,1793436.0,0,7307060.0,3610709.0,2523.0,79413.0,0,0.6834444444444422
234,2020-01-02 08:27:00,305.0,1,0,14868895.0,7458689.0,3060789.0,2647.0,0,9563742.0,1578.0,518384.0,3026373.0,0.0,20174290.0,17576.358055555575,0,6599.0,12108964.0,0,2674.0,6872.66636111098,2787.734861111104,1400.1102777777776,1,1501828.0,0,2942542.0,22534.386111111024,171088013.0,30125.0,12416843.0,0,68577.0,230009.0,3432250.0,13221.0,233559.0,18714.0,5300214.0,54406865.0,0,218491.0,4668.039583333278,0,0,2001.4809444444527,19365.0,0,21100059.0,11047313.0,11167.0,65639097.0,3862.0,0.0,27611.40000000014,1,25494.705722222126,805348.0,9953.0,494129.0,0,98985.0,0,0,22.2730555555556,5751289.0,9053930.0,11962037.0,53739.60586111102,1866676.0,0,7603738.0,3721196.0,2625.0,85785.0,0,0.6834444444444422
234,2020-01-02 08:28:00,300.0,1,0,15263335.0,7676009.0,3147589.0,2731.0,0,9845143.0,1770.0,538664.0,3098791.0,0.0,20733250.0,18129.897499999977,0,8091.0,12629164.0,0,2766.0,7121.85802777778,2894.042472222224,1443.8673055555576,1,1556965.0,0,3005107.0,23172.442055555424,175574957.0,30125.0,12694576.0,0,78923.0,241314.0,3529843.0,13626.0,235164.0,19164.0,5615087.0,55385990.0,0,222875.0,4851.732916666598,0,0,2060.993833333333,20262.0,0,21670655.0,12084440.0,11440.0,67299585.0,4007.0,0.0,28522.16686111113,1,26144.063333333324,856592.0,10160.0,516731.0,0,104465.0,0,0,22.6184444444444,5959511.0,9542239.0,12853088.0,55025.61594444442,1921040.0,0,7812667.0,3848206.0,2676.0,92281.0,0,0.6834444444444422
234,2020-01-02 08:29:00,299.8,1,0,15263335.0,7678649.0,3147597.0,2731.0,0,9845143.0,1770.0,538761.0,3098815.0,0.0,20733250.0,18129.897499999977,0,8092.0,12629164.0,0,2767.0,7121.85802777778,2894.042472222224,1443.8808333333377,1,1556965.0,0,3005107.0,23172.442055555424,175575188.0,30125.0,12694593.0,0,78924.0,241322.0,3529844.0,13629.0,235164.0,19167.0,5615860.0,55385990.0,0,222899.0,4851.732916666598,0,0,2060.993833333333,20262.0,0,21670655.0,12084544.0,11443.0,67300005.0,4007.0,0.0,28522.16686111113,1,26144.063333333324,856594.0,10160.0,516731.0,0,104465.0,0,0,22.6184444444444,5959511.0,9542280.0,12854248.0,55025.61594444442,1921040.0,0,7812668.0,3848207.0,2676.0,92282.0,0,0.6834444444444422
234,2020-01-02 08:30:00,294.20000000000005,1,0,15263335.0,7687424.0,3147653.0,2788.0,0,9845143.0,1770.0,538917.0,3098959.0,0.0,20733346.0,18547.982194444376,0,8092.0,12629164.0,0,2767.0,7287.96624999998,2970.882500000004,1493.4902222222177,1,1556982.0,0,3005115.0,23705.603138888822,179708449.0,30125.0,12694837.0,0,78924.0,241363.0,3529844.0,14107.0,235164.0,19626.0,5617428.0,55385990.0,0,222940.0,4960.782222222178,0,0,2128.414972222233,20262.0,0,21670655.0,12084544.0,11978.0,67301745.0,4007.0,0.0,29127.856611111136,1,26740.83188888872,856594.0,10377.0,516731.0,0,104465.0,0,0,23.3721111111112,5959511.0,9542368.0,13754699.0,56539.78144444442,1921040.0,0,7812700.0,3848207.0,2724.0,92284.0,0,0.684333333333332
234,2020-01-02 08:31:00,293.6,1,0,15263336.0,7687439.0,3166181.0,2797.0,0,9893827.0,1782.0,541106.0,3119311.0,0.0,20853982.0,18624.544055555576,0,8101.0,12677992.0,0,2783.0,7308.73777777778,2987.807277777784,1503.8499444444378,1,1563631.0,0,3020387.0,23816.35444444442,180507457.0,30140.0,12747106.0,0,80016.0,242819.0,3548348.0,14219.0,235164.0,19716.0,5685046.0,55385990.0,0,224144.0,4978.946722222177,0,0,2143.276277777773,20262.0,0,21774772.0,12112130.0,12072.0,67605574.0,4015.0,0.0,29223.51225000013,1,26914.190083333324,860130.0,10419.0,520375.0,0,104661.0,0,0,23.4576111111112,6015931.0,9564625.0,13845129.0,56780.09941666642,1927397.0,0,7847945.0,3856800.0,2739.0,92780.0,0,0.684333333333332
234,2020-01-02 08:32:00,283.8,1,0,16759196.0,8691434.0,3435161.0,3028.0,0,10637779.0,1942.0,560943.0,3312971.0,0.0,22523530.0,20047.926749999977,0,10061.0,14108944.0,0,3048.0,7857.636388888781,3186.738972222224,1602.6481944444376,1,1685424.0,0,3193667.0,25651.86066666662,193475401.0,30140.0,13502815.0,0,108898.0,260980.0,3830753.0,15065.0,273204.0,20547.0,6482823.0,58222970.0,0,235784.0,5324.675638888777,0,0,2288.886444444453,22290.0,0,24056883.0,13128002.0,12858.0,71935174.0,4448.0,0.0,31459.959888888938,1,29089.531361111123,968614.0,10977.0,558680.0,0,120267.0,0,0,25.5196388888888,6415591.0,10299754.0,15165219.0,61202.26308333242,2102023.0,0,8478118.0,4346940.0,2889.0,100448.0,0,0.68672222222222
234,2020-01-02 08:33:00,282.40000000000003,1,0,16970291.0,8852714.0,3463277.0,3058.0,0,10739515.0,1954.0,563188.0,3341967.0,0.0,22747690.0,20252.050749999977,0,10185.0,14280736.0,0,3072.0,7947.240222222179,3218.8109722222243,1619.9758888888778,1,1704157.0,0,3218147.0,25945.00375000001,195275606.0,30140.0,13610432.0,0,112818.0,263926.0,3864053.0,15197.0,290319.0,20641.0,6603860.0,58550285.0,0,237464.0,5376.026416666577,0,0,2312.561555555553,22381.0,0,24401864.0,13376576.0,12984.0,72487642.0,4524.0,0.0,31790.00236111114,1,29432.33133333332,987490.0,11082.0,565932.0,0,121171.0,0,0,25.7064166666666,6459466.0,10427059.0,15417614.0,61670.14019444442,2124279.0,0,8557083.0,4416516.0,2925.0,101597.0,0,0.68672222222222
234,2020-01-02 08:34:00,282.20000000000005,1,0,17058897.0,8853539.0,3467645.0,3065.0,0,10754084.0,1966.0,563652.0,3344035.0,0.0,22778434.0,20300.617777777778,0,10526.0,14359948.0,0,3081.0,8011.694555555582,3230.717638888884,1623.0823333333378,1,1709485.0,0,3219867.0,25990.31677777781,195607752.0,30140.0,13625381.0,0,114204.0,264666.0,3868673.0,15218.0,298209.0,20678.0,6617400.0,58593441.0,0,237718.0,5407.019833333176,0,0,2316.837277777773,22381.0,0,24530603.0,13414198.0,13002.0,72602602.0,4560.0,0.0,31879.22461111113,1,29485.12388888892,1003778.0,11097.0,567445.0,0,121884.0,0,0,25.7460277777778,6476132.0,10439351.0,15446884.0,61766.637194444425,2133011.0,0,8577687.0,4475069.0,2926.0,102186.0,0,0.68672222222222
234,2020-01-02 08:35:00,276.6,1,0,17550508.0,9303839.0,3629017.0,3149.0,0,11051876.0,2094.0,577545.0,3426863.0,0.0,23634346.0,20769.86405555556,0,11222.0,14750476.0,0,3321.0,8187.210138888915,3332.151777777772,1681.272638888894,1,1771842.0,0,3284056.0,26609.33272222225,201452030.0,30140.0,13939421.0,0,124718.0,273424.0,4010913.0,15812.0,302215.0,21362.0,7000604.0,60287661.0,0,243431.0,5542.892361110954,0,0,2400.485999999996,22381.0,0,25494436.0,14099389.0,13539.0,74809786.0,5028.0,0.0,32561.53383333336,1,30342.73372222226,1035798.0,11436.0,581881.0,0,128912.0,0,0,27.331944444444456,6790706.0,10959805.0,16318839.0,64167.08116666664,2184043.0,0,8909736.0,4617978.0,2986.0,106243.0,0,0.720527777777776
234,2020-01-02 08:36:00,271.0,1,0,18201088.0,9742304.0,3764942.0,3245.0,0,11383269.0,2210.0,590162.0,3546055.0,0.0,24545746.0,21399.56877777778,0,12590.0,15214084.0,0,3565.0,8398.19955555558,3447.5043055555443,1741.9450000000038,1,1841199.0,0,3377857.0,27482.76691666672,207815542.0,30140.0,14330801.0,0,138607.0,284189.0,4149589.0,16418.0,315625.0,21932.0,7459660.0,62224461.0,0,249784.0,5694.594555555396,0,0,2489.818694444439,22381.0,0,26801651.0,14965748.0,14097.0,77889479.0,5581.0,0.0,33498.673361111134,1,31419.15605555558,1098535.0,11829.0,603977.0,0,133120.0,0,0,28.157138888889,7388433.0,11721377.0,17602980.0,65994.90855555562,2247584.0,0,9249230.0,4898115.0,3058.0,111223.0,0,0.721777777777776
234,2020-01-02 08:37:00,265.0,1,0,18833773.0,10278719.0,3945743.0,3348.0,0,11789409.0,2322.0,601538.0,3676695.0,0.0,25668130.0,22179.95661111112,0,14759.0,15830704.0,0,3737.0,8690.93494444446,3568.709972222224,1805.89555555556,1,1934919.0,0,3478498.0,28430.51591666662,215250069.0,30140.0,14764238.0,0,158501.0,298019.0,4319417.0,17000.0,340045.0,22442.0,7852193.0,64145511.0,0,256321.0,5887.273305555396,0,0,2576.995694444433,25566.0,0,28082502.0,15842000.0,14659.0,80784635.0,5801.0,0.0,34625.46986111113,1,32617.50894444452,1169196.0,12324.0,630109.0,0,137408.0,0,0,29.2537222222222,7689930.0,12296862.0,18532360.0,68311.96969444443,2326120.0,0,9670651.0,5132843.0,3172.0,116995.0,0,0.727611111111108
234,2020-01-02 08:38:00,259.0,1,0,19589848.0,10930964.0,4108147.0,3492.0,0,12257205.0,2399.0,614838.0,3816007.0,0.0,26727862.0,23089.99938888898,0,15288.0,16599388.0,0,3866.0,9042.6350277778,3701.790750000004,1864.848972222218,1,2008095.0,0,3595492.0,29514.36927777782,223102001.0,30140.0,15223991.0,0,173467.0,308892.0,4503821.0,17636.0,346990.0,23054.0,8296820.0,66371256.0,0,263549.0,6130.121166666517,0,0,2663.6046388888926,25800.0,0,29202452.0,17040132.0,15205.0,83803727.0,6003.0,0.0,36038.17908333333,1,34019.22575000012,1230862.0,12759.0,658109.0,0,142177.0,0,0,29.8121111111112,7967064.0,13056103.0,19755036.0,70597.29727777783,2417480.0,0,10052456.0,5371523.0,3281.0,121397.0,0,0.727999999999998
234,2020-01-02 08:39:00,255.40000000000003,1,0,19939438.0,11348159.0,4211491.0,3561.0,0,12520534.0,2479.0,623490.0,3895027.0,0.0,27297802.0,23530.18327777778,0,16180.0,17040676.0,0,3923.0,9237.80030555558,3785.639888888885,1905.979583333338,1,2048064.0,0,3657100.0,30074.99880555562,227546386.0,30141.0,15502345.0,0,181657.0,315352.0,4610073.0,18048.0,355060.0,23459.0,8605516.0,67539861.0,0,267306.0,6266.354916666517,0,0,2725.6738333333333,26229.0,0,29646324.0,17752701.0,15583.0,85596875.0,6085.0,0.0,36756.679138888925,1,34750.09452777772,1272615.0,12996.0,676934.0,0,143543.0,0,0,30.148388888888995,8252193.0,13503263.0,20538806.0,72050.67916666664,2462496.0,0,10273569.0,5470505.0,3330.0,124405.0,0,0.735444444444442
234,2020-01-02 08:40:00,251.00000000000003,1,0,20435638.0,11830334.0,4324771.0,3681.0,0,12937234.0,2579.0,634811.0,4014475.0,0.0,28094950.0,24342.52905555558,0,17300.0,17677924.0,0,4016.0,9521.66988888892,3873.147138888885,1945.853611111118,1,2120470.0,0,3753137.0,31069.24216666662,233578863.0,30141.0,15883250.0,0,197449.0,327469.0,4747226.0,18459.0,355330.0,23855.0,9053468.0,68874396.0,0,272158.0,6429.6532499998375,0,0,2781.6964722222133,26229.0,0,30218559.0,18684632.0,15898.0,87980231.0,6230.0,0.0,37966.226333333325,1,35825.21369444452,1335276.0,13233.0,705238.0,0,146117.0,0,0,30.472611111111195,8473310.0,13963984.0,21441642.0,73455.06294444443,2524522.0,0,10549781.0,5610411.0,3381.0,130449.0,0,0.741166666666664
234,2020-01-02 08:41:00,250.00000000000003,1,0,20502539.0,11831714.0,4335595.0,3696.0,0,12986747.0,2591.0,637179.0,4025592.0,0.0,28177546.0,24453.18522222218,0,17877.0,17762788.0,0,4064.0,9569.39130555558,3885.5547777777647,1950.555805555558,1,2131527.0,0,3762106.0,31201.11655555562,234318998.0,30411.0,15921898.0,0,200319.0,329735.0,4762194.0,18519.0,363520.0,23915.0,9107547.0,68977087.0,0,273379.0,6453.714361110958,0,0,2789.623555555553,28608.0,0,30308441.0,18784134.0,15941.0,88226963.0,6275.0,0.0,38136.59761111112,1,35947.100555555524,1346312.0,13266.0,709074.0,0,146377.0,0,0,30.49874999999999,8504523.0,14016293.0,21616163.0,73599.96652777784,2533982.0,0,10582526.0,5634539.0,3384.0,131753.0,0,0.741166666666664
234,2020-01-02 08:42:00,244.00000000000003,1,0,21026010.0,12641609.0,4481695.0,3808.0,0,13378463.0,2715.0,648503.0,4159040.0,0.0,28964254.0,25248.296194444378,0,18797.0,18456088.0,0,4170.0,9868.40622222224,3988.1620555555446,1991.393527777778,1,2194287.0,0,3856799.0,32099.331750000023,240498578.0,34236.0,16293090.0,0,214319.0,339303.0,4913023.0,18909.0,367930.0,24365.0,9585437.0,71186122.0,0,277644.0,6638.771444444297,0,0,2851.060777777773,34653.0,0,30984909.0,19833429.0,16304.0,90566340.0,6459.0,0.0,39447.066277777725,1,36964.91102777772,1401860.0,13533.0,738626.0,0,148250.0,0,0,30.8783611111112,8734324.0,14556985.0,22759323.0,75227.70347222225,2609230.0,0,10902634.0,5799626.0,3430.0,135625.0,0,0.741166666666664
234,2020-01-02 08:43:00,238.00000000000003,1,0,21704235.0,13554239.0,4638291.0,3943.0,0,13806659.0,2916.0,661392.0,4285304.0,0.0,29854174.0,26176.33266666657,0,22049.0,19502032.0,0,4319.0,10293.03174999998,4114.538638888885,2041.068527777778,1,2283336.0,0,3956131.0,33182.863722222224,247847931.0,34236.0,16683318.0,0,235557.0,352835.0,5078819.0,19443.0,373930.0,24770.0,10304550.0,73183852.0,0,283093.0,6899.666277777617,0,0,2925.6323888888933,38631.0,0,32028562.0,21182400.0,16739.0,93498025.0,6660.0,0.0,40958.81419444452,1,38310.73911111112,1515637.0,13810.0,769354.0,0,153618.0,0,0,31.5891666666666,9126392.0,15069585.0,24084648.0,77596.27788888884,2720654.0,0,11287250.0,6073094.0,3490.0,143241.0,0,0.762833333333332
234,2020-01-02 08:44:00,234.2,1,0,22048200.0,14270369.0,4728759.0,4015.0,0,14056343.0,2984.0,669180.0,4351144.0,0.0,30346846.0,26658.45727777778,0,22806.0,19972600.0,0,4399.0,10483.63952777778,4176.487083333324,2066.370972222218,1,2335304.0,0,4008783.0,33817.67819444442,251859873.0,34236.0,16902363.0,0,246071.0,360008.0,5171323.0,19704.0,380980.0,25046.0,10806083.0,74444932.0,0,286302.0,6992.336555555397,0,0,2966.838833333333,38956.0,0,32492181.0,21893566.0,16941.0,94935121.0,6801.0,0.0,41722.15561111113,1,39031.87980555552,1566089.0,13984.0,790306.0,0,155858.0,0,0,32.09786111111119,9287644.0,15367942.0,24960938.0,78902.77072222224,2775042.0,0,11490126.0,6170386.0,3508.0,146881.0,0,0.762833333333332
234,2020-01-02 08:45:00,233.00000000000003,1,0,22048200.0,14278934.0,4728788.0,4015.0,0,14056344.0,2986.0,669696.0,4351248.0,0.0,30346906.0,26658.45727777778,0,22806.0,19972601.0,0,4400.0,10483.63952777778,4176.560361111102,2066.4971111111067,1,2335400.0,0,4008795.0,33817.67819444442,251860621.0,34237.0,16902664.0,0,246071.0,360092.0,5171328.0,19704.0,380980.0,25052.0,10811051.0,74444932.0,0,286367.0,6992.35227777762,0,0,2967.904305555556,38956.0,0,32492181.0,21902159.0,16944.0,94935949.0,6802.0,0.0,41722.15561111113,1,39031.87980555552,1566089.0,13984.0,790307.0,0,155859.0,0,0,32.09786111111119,9287801.0,15368139.0,24968668.0,78902.77072222224,2775043.0,0,11490154.0,6170387.0,3509.0,146882.0,0,0.762833333333332
234,2020-01-02 08:46:00,196.0,1,0,22048200.0,14804084.0,4790557.0,4018.0,0,14058180.0,2990.0,680426.0,4376476.0,0.0,30497686.0,26667.06677777777,0,22815.0,19973057.0,0,4412.0,10489.897472222225,4182.159694444435,2074.0744166666623,1,2336082.0,0,4015069.0,33829.95063888887,252298267.0,34792.0,16932273.0,0,246183.0,360844.0,5172336.0,19863.0,380980.0,25280.0,11101735.0,74599583.0,0,287720.0,6998.301833333176,0,0,2974.982361111111,38956.0,0,32492493.0,22362685.0,17119.0,95964361.0,6806.0,0.0,41735.69950000002,1,39052.75749999997,1566138.0,14020.0,790379.0,0,155872.0,0,0,32.122194444444524,9555523.0,15479475.0,25481673.0,79084.89319444446,2775139.0,0,11500530.0,6170387.0,3513.0,146994.0,0,0.762833333333332
234,2020-01-02 08:47:00,194.8,1,0,22048200.0,14874764.0,4833065.0,4021.0,0,14078244.0,2990.0,684448.0,4394200.0,0.0,30679882.0,26680.32752777778,0,22815.0,19977882.0,0,4416.0,10502.69463888889,4193.015583333325,2086.542166666662,1,2338082.0,0,4024054.0,33851.78808333331,252989452.0,34792.0,16966169.0,0,246282.0,361768.0,5191668.0,19968.0,380980.0,25352.0,11170004.0,74946338.0,0,288629.0,7009.983916666509,0,0,2987.086,38956.0,0,32495535.0,22431910.0,17224.0,96197461.0,6806.0,0.0,41765.83091666669,1,39096.68305555553,1566159.0,14083.0,790608.0,0,155872.0,0,0,72.43008333333319,9621056.0,15518079.0,25585784.0,79304.76991666669,2775575.0,0,11518896.0,6170387.0,3534.0,147139.0,0,0.762833333333332
234,2020-01-02 08:48:00,194.20000000000005,1,0,22048200.0,14879820.0,4833093.0,4022.0,0,14078244.0,2990.0,684728.0,4394276.0,0.0,30679894.0,26680.32752777778,0,22815.0,19977882.0,0,4416.0,10502.69463888889,4193.062499999991,2087.5948055555514,1,2338082.0,0,4024070.0,33851.78808333331,252990046.0,34793.0,16966209.0,0,246282.0,361768.0,5191669.0,19974.0,380980.0,25352.0,11171756.0,74946339.0,0,288665.0,7010.983916666509,0,0,2987.13825,38956.0,0,32495535.0,22433470.0,17225.0,96197857.0,6808.0,0.0,41765.83091666669,1,39096.68305555553,1566160.0,14083.0,790610.0,0,155872.0,0,0,72.43008333333319,9621056.0,15518119.0,25588414.0,79304.76991666669,2775575.0,0,11518900.0,6170387.0,3534.0,147143.0,0,0.762833333333332
234,2020-01-02 08:49:00,188.0,1,0,22048425.0,15221835.0,5123998.0,4026.0,0,14220252.0,3010.0,713893.0,4510392.0,0.0,31874650.0,26848.59461111111,0,22815.0,20022270.0,0,4420.0,10611.662583333336,4294.140694444436,2178.052916666661,1,2350407.0,0,4086564.0,34001.119749999976,257366110.0,34793.0,17219799.0,0,247906.0,369160.0,5301013.0,20835.0,380981.0,26501.0,11617317.0,77517024.0,0,296394.0,7119.1649444442855,0,0,3084.885194444445,38956.0,0,32557597.0,22717507.0,18197.0,97865833.0,6816.0,0.0,41997.53955555557,1,39297.38352777776,1567380.0,14557.0,793754.0,0,155885.0,0,0,350.4182499999912,10072767.0,15740447.0,26299009.0,80467.6183888889,2782627.0,0,11650088.0,6170387.0,3729.0,149083.0,0,0.762833333333332
234,2020-01-02 08:50:00,185.8,1,0,22048425.0,15380265.0,5138036.0,4026.0,0,14227332.0,3014.0,718413.0,4527097.0,0.0,31922254.0,26858.49761111112,0,22816.0,20023170.0,0,4425.0,10623.534305555557,4304.8112222222135,2186.991222222217,1,2351467.0,0,4093108.0,34010.016888888866,257688157.0,34794.0,17249982.0,0,247906.0,370088.0,5305677.0,20941.0,380981.0,26579.0,11689185.0,77740569.0,0,297326.0,7130.795916666508,0,0,3095.265000000001,38956.0,0,32560015.0,22837913.0,18341.0,98057809.0,6836.0,0.0,42015.13777777778,1,39311.07313888886,1567432.0,14581.0,793878.0,0,155885.0,0,0,356.2613333333246,10137391.0,15764767.0,26412449.0,80520.99138888891,2782879.0,0,11658932.0,6170387.0,3765.0,149212.0,0,0.762833333333332
234,2020-01-02 08:51:00,178.40000000000003,1,0,22048425.0,15799665.0,5454168.0,4038.0,0,14377416.0,3031.0,746081.0,4645870.0,0.0,32886046.0,26976.39375,0,22820.0,20038518.0,0,4438.0,10714.602972222225,4390.956444444436,2271.9192222222173,1,2360319.0,0,4160184.0,34167.8942222222,262094383.0,34794.0,17487402.0,0,247906.0,377313.0,5433346.0,21707.0,380981.0,27278.0,12085886.0,80955684.0,0,303766.0,7223.827305555396,0,0,3178.466638888889,38956.0,0,32585144.0,23496389.0,19265.0,99961921.0,6844.0,0.0,42220.96516666669,1,39546.81544444441,1568332.0,15037.0,795931.0,0,155898.0,0,0,554.6444999999912,10920992.0,16034232.0,27142600.0,82191.97044444448,2788303.0,0,11773797.0,6170387.0,3921.0,150875.0,0,0.7716388888888878
234,2020-01-02 08:52:00,178.20000000000005,1,0,22048425.0,15808155.0,5477992.0,4038.0,0,14394552.0,3031.0,748001.0,4668694.0,0.0,32965666.0,26990.965972222224,0,22821.0,20041878.0,0,4439.0,10721.82241666667,4398.696361111102,2278.251194444439,1,2361135.0,0,4166528.0,34181.14041666664,262495564.0,34794.0,17510187.0,0,247906.0,377920.0,5446494.0,21794.0,380981.0,27341.0,12130594.0,81288639.0,0,304438.0,7231.674222222064,0,0,3185.229805555557,38956.0,0,32586886.0,23612531.0,19340.0,100237585.0,6941.0,0.0,42239.03925000001,1,39577.50788888888,1568436.0,15076.0,796087.0,0,155902.0,0,0,573.6252222222113,10979180.0,16071762.0,27252820.0,82337.52250000004,2789283.0,0,11786177.0,6170387.0,3945.0,150979.0,0,0.7716388888888878
234,2020-01-02 08:53:00,176.40000000000003,1,0,22048425.0,15885060.0,5591009.0,4044.0,0,14469360.0,3040.0,754406.0,4700955.0,0.0,33250906.0,27031.920194444447,0,22825.0,20047830.0,0,4444.0,10747.413472222224,4425.684722222214,2303.473583333327,1,2364273.0,0,4183557.0,34226.824361111096,264061392.0,34795.0,17582251.0,0,247906.0,379801.0,5503779.0,22074.0,380981.0,27533.0,12264167.0,82563130.0,0,306742.0,7260.868305555396,0,0,3210.2611944444457,38956.0,0,32597884.0,23914326.0,19598.0,100970389.0,6945.0,0.0,42295.03261111113,1,39647.881138888864,1568845.0,15241.0,796583.0,0,155906.0,0,0,820.4926666666514,11252388.0,16183990.0,27521185.0,82753.37255555551,2792831.0,0,11831905.0,6170388.0,4005.0,151476.0,0,0.7716388888888878
