source,time_step,RUL,event,Spec_1_Cat1,459_8,272_3,272_0,459_18,Spec_1_Cat12,158_7,397_7,272_1,Spec_7_Cat1
821,2020-01-04 20:16:00,285.4,1,0,11121.37616666664,68238565.0,3717927.0,0.0006944444444444,0,5936370.0,5067243.0,19761525.0,1
821,2020-01-04 20:17:00,284.4,1,0,11194.74372222224,68755107.0,3754146.0,0.0006944444444444,0,5986146.0,5105512.0,19983526.0,1
821,2020-01-04 20:18:00,281.8,1,0,11339.81944444444,69405536.0,3830404.0,0.0006944444444444,0,6073579.0,5150596.0,20162380.0,1
821,2020-01-04 20:19:00,281.6,1,0,11371.78925000004,69453623.0,3842468.0,0.0006944444444444,0,6092431.0,5161593.0,20175055.0,1
821,2020-01-04 20:20:00,270.4,1,0,12369.62927777784,71667718.0,3999417.0,0.0006944444444444,0,6505664.0,5517205.0,20643459.0,1
821,2020-01-04 20:21:00,268.8,1,0,12488.02144444444,71863342.0,4031827.0,0.0006944444444444,0,6546932.0,5566161.0,20667132.0,1
821,2020-01-04 20:22:00,264.0,1,0,12854.590083333438,72588001.0,4104641.0,0.0006944444444444,0,6670940.0,5730119.0,20744209.0,1
821,2020-01-04 20:23:00,260.8,1,0,13144.02847222224,73008408.0,4144798.0,0.0006944444444444,0,6788144.0,5835179.0,20825303.0,1
821,2020-01-04 20:24:00,258.4,1,0,13323.66716666664,73308240.0,4160697.0,0.0006944444444444,0,6857132.0,5893504.0,20850484.0,1
821,2020-01-04 20:25:00,257.0,1,0,13439.02088888884,73502824.0,4182576.0,0.0006944444444444,0,6896912.0,5923892.0,20884258.0,1
821,2020-01-04 20:26:00,256.8,1,0,13467.791722222177,73547064.0,4200113.0,0.0006944444444444,0,6912873.0,5932492.0,20895451.0,1
821,2020-01-04 20:27:00,256.6,1,0,13468.46638888884,73550458.0,4200113.0,0.0006944444444444,0,6913377.0,5932913.0,20895451.0,1
821,2020-01-04 20:28:00,250.6,1,0,14021.673416666625,74711891.0,4274200.0,0.0006944444444444,0,7127589.0,6121709.0,21076541.0,1
821,2020-01-04 20:29:00,248.6,1,0,14218.85216666662,75297308.0,4291048.0,0.0006944444444444,0,7219305.0,6185694.0,21186235.0,1
821,2020-01-04 20:30:00,247.2,1,0,14364.89877777772,75998853.0,4326474.0,0.0006944444444444,0,7281309.0,6234011.0,21270124.0,1
821,2020-01-04 20:31:00,241.2,1,0,14946.27883333328,79234540.0,4490691.0,0.0006944444444444,0,7563549.0,6424392.0,21904797.0,1
821,2020-01-04 20:32:00,235.8,1,0,15441.80577777764,81781111.0,4641088.0,0.0006944444444444,0,7851645.0,6623440.0,22439500.0,1
821,2020-01-04 20:33:00,235.4,1,0,15478.73708333324,81915414.0,4652411.0,0.0006944444444444,0,7860945.0,6637052.0,22478240.0,1
821,2020-01-04 20:34:00,234.0,1,0,15625.03152777764,82308872.0,4691567.0,0.0006944444444444,0,7929333.0,6715236.0,22598438.0,1
821,2020-01-04 20:35:00,233.8,1,0,15626.03152777764,82308872.0,4695961.0,0.0006944444444444,0,7929333.0,6715324.0,22598438.0,1
821,2020-01-04 20:36:00,233.6,1,0,15627.55891666664,82308872.0,4744504.0,0.0006944444444444,0,7929682.0,6715988.0,22630003.0,1
821,2020-01-04 20:37:00,228.4,1,0,16000.56636111104,84955971.0,4880094.0,0.0006944444444444,0,8130634.0,6859608.0,23424407.0,1
821,2020-01-04 20:38:00,222.4,1,0,16580.872694444442,88898806.0,4995859.0,0.0006944444444444,0,8485415.0,7082277.0,24373563.0,1
821,2020-01-04 20:39:00,222.0,1,0,16585.03402777764,88926666.0,5006506.0,0.0006944444444444,0,8486867.0,7084326.0,24392803.0,1
821,2020-01-04 20:40:00,216.0,1,0,17218.69266666664,93281901.0,5131241.0,0.0006944444444444,0,8850612.0,7317994.0,25335914.0,1
821,2020-01-04 20:41:00,214.2,1,0,17413.27580555544,94546658.0,5140705.0,0.0006944444444444,0,8956992.0,7400554.0,25446271.0,1
821,2020-01-04 20:42:00,213.6,1,0,17455.81997222224,94952570.0,5155681.0,0.0006944444444444,0,8979540.0,7418803.0,25528886.0,1
821,2020-01-04 20:43:00,213.4,1,0,17480.54005555544,95344208.0,5155681.0,0.0006944444444444,0,8987448.0,7428815.0,25558903.0,1
821,2020-01-04 20:44:00,210.0,1,0,17746.74652777764,96869888.0,5233707.0,0.0006944444444444,0,9127320.0,7533023.0,25894537.0,1
821,2020-01-04 20:45:00,203.8,1,0,18273.31377777764,98791652.0,5377448.0,0.0006944444444444,0,9361980.0,7721167.0,26311473.0,1
821,2020-01-04 20:46:00,200.0,1,0,18661.26480555544,99565100.0,5462456.0,0.0006944444444444,0,9543252.0,7854451.0,26426718.0,1
821,2020-01-04 20:47:00,194.0,1,0,19208.31333333324,100452454.0,5516953.0,0.0006944444444444,0,10048536.0,8014143.0,26535515.0,1
821,2020-01-04 20:48:00,190.4,1,0,19612.87544444444,100991876.0,5563142.0,0.0006944444444444,0,10353720.0,8134723.0,26623486.0,1
821,2020-01-04 20:49:00,189.4,1,0,19671.74325000004,101105119.0,5589181.0,0.0006944444444444,0,10382544.0,8153723.0,26638085.0,1
821,2020-01-04 20:50:00,187.8,1,0,19826.53155555544,101434877.0,5613999.0,0.0006944444444444,0,10475437.0,8197387.0,26675161.0,1
821,2020-01-04 20:51:00,186.4,1,0,19903.44758333324,101675936.0,5658069.0,0.0006944444444444,0,10523905.0,8225184.0,26713083.0,1
821,2020-01-04 20:52:00,184.0,1,0,20050.045361111017,101927707.0,5697043.0,0.0006944444444444,0,10624885.0,8264002.0,26757296.0,1
821,2020-01-04 20:53:00,178.0,1,0,20522.08044444436,102854581.0,5793529.0,0.0006944444444444,0,10847041.0,8372366.0,26905236.0,1
821,2020-01-04 20:54:00,177.8,1,0,20554.46591666658,102873132.0,5797897.0,0.0006944444444444,0,10854625.0,8377122.0,26906900.0,1
821,2020-01-04 20:55:00,177.2,1,0,20558.10555555546,102880868.0,5806451.0,0.0006944444444444,0,10854685.0,8379347.0,26912906.0,1
821,2020-01-04 20:56:00,173.2,1,0,20879.1062499999,103510068.0,5878354.0,0.0006944444444444,0,10964413.0,8443069.0,27013331.0,1
821,2020-01-04 20:57:00,168.2,1,0,21321.02583333324,105247414.0,5978129.0,0.0006944444444444,0,11065549.0,8555887.0,27223723.0,1
821,2020-01-04 20:58:00,163.8,1,0,21764.96741666658,107790084.0,6121064.0,0.0006944444444444,0,11187937.0,8709684.0,27624786.0,1
821,2020-01-04 20:59:00,162.60000000000002,1,0,21903.02094444436,108875467.0,6136638.0,0.0006944444444444,0,11242897.0,8762085.0,27765160.0,1
821,2020-01-04 21:00:00,155.8,1,0,22554.33049999992,113794108.0,6232032.0,0.0006944444444444,0,11648185.0,8980881.0,28825427.0,1
821,2020-01-04 21:01:00,149.8,1,0,22948.29974999992,117067495.0,6644457.0,0.0006944444444444,0,11767645.0,9117541.0,31011780.0,1
821,2020-01-04 21:02:00,143.60000000000002,1,0,23673.96258333324,122182450.0,6807737.0,0.0006944444444444,0,11914765.0,9371973.0,33277524.0,1
821,2020-01-04 21:03:00,141.60000000000002,1,0,23906.22908333316,123841705.0,6849025.0,0.0006944444444444,0,11957377.0,9452950.0,33564122.0,1
821,2020-01-04 21:04:00,139.2,1,0,24051.71858333316,124625293.0,6905640.0,0.0015,0,11976205.0,9495410.0,33696514.0,1
821,2020-01-04 21:05:00,138.60000000000002,1,0,24106.03386111096,125060598.0,6924165.0,0.0015,0,11993713.0,9513130.0,33866645.0,1
821,2020-01-04 21:06:00,137.39999999999998,1,0,24172.13580555556,125465614.0,6998811.0,0.0015,0,12000949.0,9537158.0,33991302.0,1
821,2020-01-04 21:07:00,135.8,1,0,24304.44944444436,125984392.0,7114680.0,0.0015,0,12020065.0,9573883.0,34076465.0,1
821,2020-01-04 21:08:00,133.0,1,0,24547.43874999996,127260082.0,7214676.0,0.0015,0,12040321.0,9666487.0,34397851.0,1
821,2020-01-04 21:09:00,126.39999999999998,1,0,25141.28958333316,128651824.0,7348030.0,0.0015,0,12054829.0,9869527.0,34606384.0,1
821,2020-01-04 21:10:00,123.8,1,0,25341.84372222216,128989889.0,7394440.0,0.0015,0,12054829.0,9922179.0,34652170.0,1
821,2020-01-04 21:11:00,120.39999999999998,1,0,25637.59763888876,129571587.0,7450562.0,0.0015,0,12054829.0,10020080.0,34715805.0,1
821,2020-01-04 21:12:00,119.39999999999998,1,0,25700.42072222216,129667813.0,7472922.0,0.0015,0,12054829.0,10034456.0,34728350.0,1
821,2020-01-04 21:13:00,117.0,1,0,25844.76508333316,130149412.0,7519657.0,0.0015,0,12126085.0,10099917.0,34795314.0,1
821,2020-01-04 21:14:00,115.39999999999998,1,0,25967.64308333316,130441913.0,7560334.0,0.0015,0,12185569.0,10147849.0,34857090.0,1
821,2020-01-04 21:15:00,113.8,1,0,26070.95655555556,130716850.0,7596656.0,0.0015,0,12230725.0,10202729.0,34907439.0,1
821,2020-01-04 21:16:00,107.2,1,0,26522.21675,132518040.0,7733208.0,0.0015,0,12444877.0,10431093.0,35103557.0,1
821,2020-01-04 21:17:00,101.2,1,0,26959.3405,135988846.0,7869383.0,0.0015,0,12683593.0,10622478.0,35393847.0,1
821,2020-01-04 21:18:00,97.0,1,0,27294.59794444444,138612987.0,7980312.0,0.0015,0,12881389.0,10747014.0,35752400.0,1
821,2020-01-04 21:19:00,93.8,1,0,27521.23930555556,141111041.0,8063239.0,0.0015,0,13034810.0,10850134.0,36132611.0,1
821,2020-01-04 21:20:00,88.39999999999998,1,0,27941.54205555556,146416367.0,8241248.0,0.0015,0,13279490.0,11103191.0,38348435.0,1
821,2020-01-04 21:21:00,84.80000000000001,1,0,28197.08749999996,149310908.0,8292962.0,0.0015,0,13455494.0,11245643.0,39552924.0,1
821,2020-01-04 21:22:00,82.80000000000001,1,0,28397.63105555556,151377622.0,8376747.0,0.0015,0,13582346.0,11374373.0,40579144.0,1
821,2020-01-04 21:23:00,75.80000000000001,1,0,28892.54122222216,157184345.0,8516718.0,0.0015,0,13889030.0,11648786.0,41907940.0,1
821,2020-01-04 21:24:00,69.19999999999999,1,0,29079.22638888896,160021193.0,8843720.0,0.0015,0,13967498.0,11737034.0,42371052.0,1
821,2020-01-04 21:25:00,65.19999999999999,1,0,29129.55711111116,160904517.0,8993558.0,0.0015,0,14003750.0,11756398.0,42548073.0,1
821,2020-01-04 21:26:00,63.60000000000002,1,0,29193.73516666676,161703822.0,9036614.0,0.0015,0,14033366.0,11788866.0,42661810.0,1
821,2020-01-04 21:27:00,57.60000000000002,1,0,29485.764055555555,165325934.0,9299591.0,0.0015,0,14190986.0,11916126.0,43162934.0,1
821,2020-01-04 21:28:00,53.80000000000001,1,0,29787.94291666675,168815590.0,9414914.0,0.0015,0,14307951.0,12076070.0,43331102.0,1
821,2020-01-04 21:29:00,53.60000000000002,1,0,29793.562666666752,168849052.0,9424560.0,0.0015,0,14308047.0,12084891.0,43339903.0,1
821,2020-01-04 21:30:00,47.60000000000002,1,0,30200.765694444537,173009234.0,9505992.0,0.0015,0,14475759.0,12281207.0,43440081.0,1
821,2020-01-04 21:31:00,40.80000000000001,1,0,30797.912222222312,178220128.0,9565858.0,0.0015,0,14768319.0,12484907.0,43552037.0,1
821,2020-01-04 21:32:00,35.60000000000002,1,0,31342.86816666675,184253169.0,9609603.0,0.0015,0,15006039.0,12710835.0,43629907.0,1
821,2020-01-04 21:33:00,34.39999999999998,1,0,31444.359333333407,185437001.0,9618521.0,0.0015,0,15058299.0,12744383.0,43684260.0,1
821,2020-01-04 21:34:00,34.19999999999999,1,0,31467.64266666675,185631884.0,9627726.0,0.0015,0,15071199.0,12752619.0,43689213.0,1
821,2020-01-04 21:35:00,34.0,1,0,31493.23191666675,185962423.0,9645055.0,0.0015,0,15075855.0,12765005.0,43705671.0,1
821,2020-01-04 21:36:00,33.60000000000002,1,0,31523.60163888897,186264167.0,9666986.0,0.0015,0,15088108.0,12778993.0,43734649.0,1
821,2020-01-04 21:37:00,32.80000000000001,1,0,31603.9786111112,187289711.0,9681104.0,0.0015,0,15125237.0,12816449.0,43749339.0,1
821,2020-01-04 21:38:00,31.19999999999999,1,0,31771.57561111119,189178884.0,9690451.0,0.0015,0,15208457.0,12875385.0,43796074.0,1
821,2020-01-04 21:39:00,30.80000000000001,1,0,31823.244416666752,189903738.0,9697758.0,0.0015,0,15232757.0,12897989.0,43816576.0,1
821,2020-01-04 21:40:00,25.600000000000023,1,0,32268.333250000152,196032939.0,9819672.0,0.0015,0,15459245.0,13072041.0,44093216.0,1
821,2020-01-04 21:41:00,20.399999999999977,1,0,32690.82436111115,202216675.0,9994379.0,0.0015,0,15674525.0,13268917.0,44565324.0,1
821,2020-01-04 21:42:00,15.600000000000025,1,0,33213.41008333335,208977910.0,10130450.0,0.0015,0,16025237.0,13494881.0,45888491.0,1
821,2020-01-04 21:43:00,12.800000000000011,1,0,33492.655861111154,212551727.0,10176406.0,0.0015,0,16188233.0,13623069.0,46422180.0,1
821,2020-01-04 21:44:00,10.199999999999989,1,0,33760.93138888895,216454275.0,10240211.0,0.0015,0,16332905.0,13771897.0,46996403.0,1
821,2020-01-04 21:45:00,7.600000000000023,1,0,33993.85966666675,219532792.0,10335254.0,0.0015,0,16493873.0,13890046.0,47502662.0,1
821,2020-01-04 21:46:00,1.6000000000000227,1,0,34528.243916666754,227329919.0,10553707.0,0.0015,0,16873217.0,14134626.0,48694762.0,1
821,2020-01-04 21:47:00,0.1999999999999886,1,0,34667.272250000155,229212151.0,10573090.0,0.0015,0,16977125.0,14190295.0,48896314.0,1
1246,2020-01-07 03:59:00,338.6,1,0,37.98027777777755,97760.0,125775.0,0.0,0,19536.0,42240.0,115895.0,1
1246,2020-01-07 04:00:00,331.8,1,0,280.92174999999554,578331.0,387713.0,0.0,0,83604.0,250585.0,331097.0,1
1246,2020-01-07 04:01:00,331.0,1,0,281.92174999999554,578331.0,388532.0,0.0,0,83604.0,250587.0,331098.0,1
1246,2020-01-07 04:02:00,330.2,1,0,284.4081388888956,578332.0,403287.0,0.0,0,83604.0,251536.0,341628.0,1
1246,2020-01-07 04:03:00,330.0,1,0,284.4081388888956,578332.0,445537.0,0.0,0,83604.0,251772.0,344670.0,1
1246,2020-01-07 04:04:00,329.8,1,0,284.4081388888956,578332.0,446486.0,0.0,0,83604.0,251773.0,344670.0,1
1246,2020-01-07 04:05:00,321.6,1,0,571.7388888888955,1146198.0,786436.0,0.0,0,184464.0,452133.0,661792.0,1
1246,2020-01-07 04:06:00,320.0,1,0,619.6128611111155,1294996.0,827335.0,0.0,0,199044.0,490525.0,758954.0,1
1246,2020-01-07 04:07:00,317.0,1,0,711.1548888888956,1699881.0,975496.0,0.0,0,235356.0,557098.0,1030056.0,1
1246,2020-01-07 04:08:00,314.8,1,0,779.6642777777755,1891189.0,1094043.0,0.0,0,255372.0,610886.0,1201449.0,1
1246,2020-01-07 04:09:00,312.0,1,0,904.5769444444356,2351961.0,1211967.0,0.0,0,287076.0,709034.0,1456821.0,1
1246,2020-01-07 04:10:00,310.6,1,0,958.2323888888956,2507844.0,1282297.0,0.0,0,305100.0,745406.0,1576798.0,1
1246,2020-01-07 04:11:00,308.6,1,0,1018.5543055555556,2762358.0,1417016.0,0.0,0,319896.0,794394.0,1732122.0,1
1246,2020-01-07 04:12:00,301.8,1,0,1241.3235833333356,3392598.0,1711557.0,0.0,0,406692.0,936803.0,2192517.0,1
1246,2020-01-07 04:13:00,296.8,1,0,1417.3359722222156,3956097.0,1989874.0,0.0,0,465397.0,1071431.0,2594737.0,1
1246,2020-01-07 04:14:00,294.0,1,0,1539.9335555555556,4329588.0,2175891.0,0.0,0,505945.0,1171577.0,2915343.0,1
1246,2020-01-07 04:15:00,291.0,1,0,1632.2240277777755,4573716.0,2307607.0,0.0,0,543265.0,1237393.0,3144352.0,1
1246,2020-01-07 04:16:00,290.8,1,0,1632.8559166666755,4573716.0,2309752.0,0.0,0,543337.0,1238045.0,3155857.0,1
1246,2020-01-07 04:17:00,290.6,1,0,1632.8559166666755,4573716.0,2324052.0,0.0,0,543337.0,1238227.0,3155857.0,1
1246,2020-01-07 04:18:00,284.2,1,0,1846.785527777796,5055990.0,2619880.0,0.0,0,610429.0,1392688.0,3479947.0,1
1246,2020-01-07 04:19:00,279.8,1,0,1998.829194444456,5300676.0,2770407.0,0.0,0,660758.0,1494777.0,3638001.0,1
1246,2020-01-07 04:20:00,278.4,1,0,2033.288194444456,5352364.0,2791311.0,0.0,0,669506.0,1515730.0,3652054.0,1
1246,2020-01-07 04:21:00,271.6,1,0,2240.445944444456,5664000.0,3059190.0,0.0,0,730202.0,1662518.0,3888967.0,1
1246,2020-01-07 04:22:00,271.0,1,0,2274.9923055555555,5709630.0,3085320.0,0.0,0,739275.0,1692111.0,3931685.0,1
1246,2020-01-07 04:23:00,269.8,1,0,2336.336527777796,5767298.0,3123176.0,0.0,0,761080.0,1720268.0,3977146.0,1
1246,2020-01-07 04:24:00,265.4,1,0,2462.788555555556,6040207.0,3295933.0,0.0,0,801064.0,1843564.0,4176384.0,1
1246,2020-01-07 04:25:00,259.0,1,0,2625.256444444456,6476331.0,3517298.0,0.0,0,863693.0,1973592.0,4436970.0,1
1246,2020-01-07 04:26:00,258.4,1,0,2650.196416666676,6519465.0,3542596.0,0.0,0,870125.0,1997029.0,4482262.0,1
1246,2020-01-07 04:27:00,252.0,1,0,2764.715750000016,6753634.0,3692564.0,0.0,0,904145.0,2070522.0,4651652.0,1
1246,2020-01-07 04:28:00,246.2,1,0,2965.187166666676,7214952.0,3970231.0,0.0,0,964877.0,2223491.0,4932881.0,1
1246,2020-01-07 04:29:00,246.0,1,0,2965.187166666676,7214952.0,3971830.0,0.0,0,964877.0,2223499.0,4932882.0,1
1246,2020-01-07 04:30:00,242.2,1,0,3055.359861111117,7548259.0,4136930.0,0.0,0,992201.0,2282848.0,5100907.0,1
1246,2020-01-07 04:31:00,242.0,1,0,3063.3102777777967,7565458.0,4153700.0,0.0,0,994433.0,2288384.0,5133940.0,1
1246,2020-01-07 04:32:00,239.8,1,0,3166.4024722222366,7789461.0,4256465.0,0.0,0,1022597.0,2358176.0,5270271.0,1
1246,2020-01-07 04:33:00,234.6,1,0,3273.0103055555765,8181684.0,4460266.0,0.0,0,1070022.0,2448462.0,5565267.0,1
1246,2020-01-07 04:34:00,233.2,1,0,3327.9281111111163,8377256.0,4538123.0,0.0,0,1087794.0,2482874.0,5721280.0,1
1246,2020-01-07 04:35:00,230.8,1,0,3397.3193888888964,8576689.0,4650664.0,0.0,0,1112958.0,2532206.0,5915695.0,1
1246,2020-01-07 04:36:00,227.8,1,0,3502.6770277777964,8978272.0,4898782.0,0.0,0,1151910.0,2612266.0,6203541.0,1
1246,2020-01-07 04:37:00,225.2,1,0,3579.7902500000164,9258435.0,5054262.0,0.0,0,1174459.0,2660318.0,6341640.0,1
1246,2020-01-07 04:38:00,219.0,1,0,3832.576305555476,10062420.0,5356707.0,0.0,0,1240627.0,2845966.0,6807339.0,1
1246,2020-01-07 04:39:00,218.2,1,0,3849.239805555477,10100419.0,5388648.0,0.0,0,1242751.0,2856388.0,6823420.0,1
1246,2020-01-07 04:40:00,217.6,1,0,3870.633972222277,10158490.0,5431145.0,0.0,0,1249255.0,2871229.0,6864266.0,1
1246,2020-01-07 04:41:00,212.0,1,0,4040.449583333276,10581887.0,5651417.0,0.0,0,1299859.0,2983305.0,7132898.0,1
1246,2020-01-07 04:42:00,208.4,1,0,4153.449083333277,10847465.0,5775801.0,0.0,0,1343755.0,3052769.0,7270204.0,1
1246,2020-01-07 04:43:00,207.0,1,0,4217.9816944444765,11001697.0,5839735.0,0.0,0,1359631.0,3094537.0,7350519.0,1
1246,2020-01-07 04:44:00,205.0,1,0,4315.093916666676,11140954.0,5921947.0,0.0,0,1387687.0,3157362.0,7410930.0,1
1246,2020-01-07 04:45:00,204.4,1,0,4324.386694444476,11148728.0,5934778.0,0.0,0,1391071.0,3163502.0,7415740.0,1
1246,2020-01-07 04:46:00,203.6,1,0,4372.470611111076,11213780.0,5969982.0,0.0,0,1399615.0,3194018.0,7464763.0,1
1246,2020-01-07 04:47:00,203.4,1,0,4372.586027777743,11213781.0,5998244.0,0.0,0,1399616.0,3194346.0,7465621.0,1
1246,2020-01-07 04:48:00,200.2,1,0,4492.267416666632,11381390.0,6116843.0,0.0,0,1425452.0,3284938.0,7579358.0,1
1246,2020-01-07 04:49:00,194.4,1,0,4727.4464722221965,11797273.0,6306474.0,0.0,0,1490996.0,3440670.0,7788931.0,1
1246,2020-01-07 04:50:00,191.8,1,0,4814.914472222196,11988776.0,6399021.0,0.0,0,1512188.0,3502186.0,7875342.0,1
1246,2020-01-07 04:51:00,191.0,1,0,4850.418083333297,12025892.0,6433991.0,0.0,0,1519856.0,3538854.0,7907478.0,1
1246,2020-01-07 04:52:00,182.8,1,0,5034.243722222197,12308720.0,6642017.0,0.0,0,1579808.0,3673531.0,8045318.0,1
1246,2020-01-07 04:53:00,179.8,1,0,5161.5518611110765,12557904.0,6769547.0,0.0,0,1619156.0,3750931.0,8239278.0,1
1246,2020-01-07 04:54:00,179.6,1,0,5162.600555555517,12561908.0,6773604.0,0.0,0,1619156.0,3751407.0,8240266.0,1
1246,2020-01-07 04:55:00,179.2,1,0,5162.600555555517,12561908.0,6775801.0,0.0,0,1619156.0,3751408.0,8240266.0,1
1246,2020-01-07 04:56:00,178.4,1,0,5184.980694444417,12627181.0,6825734.0,0.0,0,1628084.0,3782428.0,8320541.0,1
1246,2020-01-07 04:57:00,172.0,1,0,5472.7422499999575,13073146.0,7081639.0,0.0,0,1696376.0,3957445.0,8650065.0,1
1246,2020-01-07 04:58:00,170.6,1,0,5540.7806388888575,13235945.0,7160667.0,0.0,0,1716801.0,4002051.0,8741573.0,1
1246,2020-01-07 04:59:00,169.2,1,0,5605.791888888858,13320276.0,7240370.0,0.0,0,1732065.0,4033483.0,8821823.0,1
1246,2020-01-07 05:00:00,169.0,1,0,5632.867138888858,13359978.0,7240370.0,0.0,0,1740153.0,4050139.0,8854635.0,1
1246,2020-01-07 05:01:00,168.8,1,0,5650.330499999958,13378347.0,7250926.0,0.0,0,1742733.0,4059540.0,8867051.0,1
1246,2020-01-07 05:02:00,168.6,1,0,5659.436555555518,13394623.0,7265564.0,0.0,0,1745217.0,4063536.0,8898082.0,1
1246,2020-01-07 05:03:00,166.4,1,0,5766.509583333298,13617677.0,7378937.0,0.0,0,1768785.0,4136461.0,9064430.0,1
1246,2020-01-07 05:04:00,166.2,1,0,5766.509583333298,13617677.0,7392445.0,0.0,0,1768785.0,4136462.0,9064430.0,1
1246,2020-01-07 05:05:00,159.4,1,0,5991.247611111078,14251596.0,7667486.0,0.0,0,1832913.0,4286462.0,9452831.0,1
1246,2020-01-07 05:06:00,157.8,1,0,6033.432555555518,14369611.0,7715274.0,0.0,0,1841794.0,4322711.0,9545937.0,1
1246,2020-01-07 05:07:00,154.6,1,0,6152.831388888858,14755906.0,7841998.0,0.0,0,1874134.0,4410788.0,9772046.0,1
1246,2020-01-07 05:08:00,152.2,1,0,6230.354416666638,14944549.0,7939940.0,0.0,0,1905418.0,4459904.0,9930295.0,1
1246,2020-01-07 05:09:00,150.6,1,0,6310.394416666638,15170555.0,8008749.0,0.0,0,1928543.0,4505009.0,10028120.0,1
1246,2020-01-07 05:10:00,145.2,1,0,6541.4244722222775,15684328.0,8227162.0,0.0,0,1982939.0,4639230.0,10340705.0,1
1246,2020-01-07 05:11:00,144.0,1,0,6580.907194444478,15755932.0,8270270.0,0.0,0,1997483.0,4660471.0,10397905.0,1
1246,2020-01-07 05:12:00,136.8,1,0,6723.675222222278,16254898.0,8551811.0,0.0,0,2057603.0,4773648.0,10690756.0,1
1246,2020-01-07 05:13:00,136.4,1,0,6743.819638888877,16321419.0,8576810.0,0.0,0,2062967.0,4789870.0,10713194.0,1
1246,2020-01-07 05:14:00,135.8,1,0,6749.841583333277,16342557.0,8590825.0,0.0,0,2065535.0,4794719.0,10729795.0,1
1246,2020-01-07 05:15:00,133.6,1,0,6815.530722222276,16504954.0,8660947.0,0.0,0,2090459.0,4837336.0,10850565.0,1
1246,2020-01-07 05:16:00,133.0,1,0,6815.530722222276,16504954.0,8662052.0,0.0,0,2090459.0,4837336.0,10850565.0,1
1246,2020-01-07 05:17:00,127.0,1,0,6999.377500000055,16862377.0,8788763.0,0.0,0,2147543.0,4942644.0,11173004.0,1
1246,2020-01-07 05:18:00,121.0,1,0,7253.771166666718,17169762.0,8968904.0,0.0,0,2206391.0,5118149.0,11382538.0,1
1246,2020-01-07 05:19:00,114.8,1,0,7499.905333333398,17489991.0,9180947.0,0.0,0,2276364.0,5269970.0,11546456.0,1
1246,2020-01-07 05:20:00,108.6,1,0,7623.240861111158,17683873.0,9329525.0,0.0,0,2307456.0,5347995.0,11676066.0,1
1246,2020-01-07 05:21:00,107.6,1,0,7659.996333333398,17756075.0,9359750.0,0.0,0,2318028.0,5371743.0,11714559.0,1
1246,2020-01-07 05:22:00,107.4,1,0,7661.041972222278,17756374.0,9362987.0,0.0,0,2318196.0,5373125.0,11714559.0,1
1246,2020-01-07 05:23:00,106.0,1,0,7727.037500000058,17858515.0,9428520.0,0.0,0,2334552.0,5412747.0,11782134.0,1
1246,2020-01-07 05:24:00,102.8,1,0,7832.083555555618,18035680.0,9516608.0,0.0,0,2361900.0,5491764.0,11933961.0,1
1246,2020-01-07 05:25:00,102.2,1,0,7843.611388888938,18044325.0,9527086.0,0.0,0,2363749.0,5498965.0,11942333.0,1
1246,2020-01-07 05:26:00,100.6,1,0,7895.230166666718,18133362.0,9579126.0,0.0,0,2380309.0,5532541.0,12018422.0,1
1246,2020-01-07 05:27:00,100.2,1,0,7919.212944444497,18188690.0,9612055.0,0.0,0,2394025.0,5545957.0,12055251.0,1
1246,2020-01-07 05:28:00,98.0,1,0,7959.154611111156,18279014.0,9649586.0,0.0,0,2402389.0,5600514.0,12095577.0,1
1246,2020-01-07 05:29:00,95.2,1,0,8064.632583333398,18452980.0,9763271.0,0.0,0,2427590.0,5670090.0,12234846.0,1
1246,2020-01-07 05:30:00,95.0,1,0,8069.282194444498,18462548.0,9763271.0,0.0,0,2430470.0,5674627.0,12243946.0,1
1246,2020-01-07 05:31:00,88.19999999999999,1,0,8238.035333333399,18849416.0,10018305.0,0.0,0,2475290.0,5802787.0,12553892.0,1
1246,2020-01-07 05:32:00,82.19999999999999,1,0,8469.031583333399,19396105.0,10278708.0,0.0,0,2546222.0,5968532.0,12848394.0,1
1246,2020-01-07 05:33:00,76.60000000000002,1,0,8671.073500000059,19882045.0,10499734.0,0.0,0,2605370.0,6120468.0,13296127.0,1
1246,2020-01-07 05:34:00,75.60000000000002,1,0,8700.527638888938,19945069.0,10527593.0,0.0,0,2617646.0,6139660.0,13339807.0,1
1246,2020-01-07 05:35:00,73.39999999999998,1,0,8801.947305555617,20185309.0,10626107.0,0.0,0,2644994.0,6203264.0,13470392.0,1
1246,2020-01-07 05:36:00,70.60000000000002,1,0,8877.140555555678,20325878.0,10704497.0,0.0,0,2667014.0,6267401.0,13580775.0,1
1246,2020-01-07 05:37:00,69.80000000000001,1,0,8894.639666666677,20364995.0,10727975.0,0.0,0,2672510.0,6275422.0,13598650.0,1
1246,2020-01-07 05:38:00,69.19999999999999,1,0,8940.736861111076,20472453.0,10773124.0,0.0,0,2687582.0,6300630.0,13675948.0,1
1246,2020-01-07 05:39:00,61.60000000000002,1,0,9124.127861111076,20835206.0,11003536.0,0.0,0,2739770.0,6400355.0,13912938.0,1
1246,2020-01-07 05:40:00,55.60000000000002,1,0,9268.501305555676,21037317.0,11286416.0,0.024694444444444,0,2856686.0,6485983.0,14196143.0,1
