source,time_step,RUL,event,459_15,167_5,459_8,459_11,835_0,459_14,397_23,309_0,167_0,158_8,397_6,158_6,370_0,Spec_1_Cat1,167_8,272_6,167_1,291_2,459_16,291_0,397_4,397_35,459_12,397_2,397_7
116,2020-01-01 15:47:00,242.8,1,49351.53416666598,95825603.0,3229.6453333334302,3602.363666666715,101442589.0,10231.988999999978,173.0,5240.0,11798.0,2857629.0,3499729.0,3508686.0,0.0,1,107168.0,45545.0,7366598.0,5931.0,47.5755555555546,8880.0,251726.0,239.0,4569.930777777798,5413456.0,2051613.0
116,2020-01-01 15:48:00,236.0,1,52536.65169444398,103633899.0,3473.533805555631,3875.5967222223135,108817529.0,10984.517249999975,181.0,5464.0,11798.0,3040833.0,3735406.0,3729498.0,0.0,1,115418.0,48717.0,7646003.0,6363.0,51.7045833333326,9330.0,264247.0,243.0,4923.114527777798,5838664.0,2216618.0
116,2020-01-01 15:49:00,229.6,1,55495.31341666598,111618835.0,3697.221888888831,4095.738027777714,115440769.0,11655.39441666678,185.0,5632.0,11798.0,3160341.0,3901791.0,3918919.0,0.0,1,115418.0,48990.0,7892573.0,6864.0,56.1106388888886,9868.0,270708.0,244.0,5236.626916666597,6189292.0,2406947.0
116,2020-01-01 15:50:00,223.2,1,59215.460777777975,119800825.0,3932.154750000031,4393.500222222315,122691170.0,12468.405916666778,189.0,5842.0,11798.0,3381117.0,4061523.0,4179295.0,0.0,1,123653.0,50394.0,8137238.0,7308.0,61.2721111111106,10369.0,287429.0,244.0,5600.690166666597,6569132.0,2565591.0
116,2020-01-01 15:51:00,216.4,1,61313.029611111975,123784376.0,4096.557861111032,4530.624722222315,126351870.0,12868.281833333378,198.0,5898.0,11799.0,3533745.0,4148615.0,4333387.0,0.0,1,135713.0,64525.0,8318753.0,7620.0,64.6778333333326,10843.0,298861.0,245.0,5778.655027777797,6761628.0,2632545.0
116,2020-01-01 15:52:00,212.2,1,64405.52416666598,130150346.0,4282.59925000003,4801.831083333314,132286050.0,13526.189666666778,206.0,5899.0,11799.0,3705285.0,4290543.0,4596643.0,0.0,1,135713.0,64525.0,8582288.0,7911.0,68.5457222222226,11215.0,311357.0,245.0,6122.156861111197,7032077.0,2764567.0
116,2020-01-01 15:53:00,205.0,1,66903.80052777797,134585291.0,4404.221972222231,4955.3604444445145,136493590.0,13992.098583333378,206.0,5900.0,12099.0,3827913.0,4427892.0,4776944.0,0.0,1,135713.0,64526.0,8886803.0,8089.0,70.43730555555459,11524.0,320950.0,246.0,6321.237472222197,7269249.0,2842783.0
116,2020-01-01 15:54:00,198.8,1,67850.35963888798,139797237.0,4586.309722222232,5131.251277777714,141631630.0,15541.58713888898,226.0,5928.0,12459.0,3918717.0,4640729.0,4933676.0,0.0,1,135713.0,64526.0,9289508.0,8329.0,70.76347222222259,12149.0,327667.0,254.0,6607.543027777797,7448465.0,3110608.0
116,2020-01-01 15:55:00,197.8,1,68223.437805556,141198403.0,4625.960722222232,5171.734444444513,142954590.0,15915.833166666778,226.0,5928.0,12459.0,3928306.0,4683718.0,4970096.0,0.0,1,135713.0,64526.0,9315188.0,8401.0,70.82747222222258,12248.0,329156.0,255.0,6654.860694444396,7495597.0,3176621.0
116,2020-01-01 15:56:00,191.4,1,70126.27086111199,147055393.0,4825.086722222232,5361.578305555513,148683730.0,17519.348666666778,234.0,6026.0,12459.0,4102042.0,4921414.0,5184644.0,0.0,1,142283.0,64631.0,9778209.0,8717.0,71.51255555555458,12572.0,342624.0,259.0,6933.713333333397,7791525.0,3366954.0
116,2020-01-01 15:57:00,189.4,1,71788.433055556,150170638.0,4922.167722222232,5464.886333333314,151696210.0,18104.68005555558,242.0,6054.0,12459.0,4248106.0,5013118.0,5328296.0,0.0,1,143259.0,64683.0,9934209.0,8825.0,72.34272222222259,12710.0,357624.0,259.0,7160.382249999997,8001337.0,3427722.0
116,2020-01-01 15:58:00,182.6,1,75362.796194444,158328238.0,5129.338861111032,5684.539055555513,159556690.0,19332.65763888898,250.0,6363.0,12459.0,4463338.0,5369311.0,5596436.0,0.0,1,146694.0,66061.0,10544289.0,9317.0,74.52566666666658,13508.0,382140.0,271.0,7516.291416666595,8394867.0,3666077.0
116,2020-01-01 15:59:00,172.2,1,80372.32591666601,171753493.0,5414.863083333432,5944.958388888914,170912110.0,21359.13969444458,266.0,6545.0,12459.0,4667206.0,5730328.0,5941724.0,0.0,1,153264.0,68011.0,11294634.0,9929.0,78.60436111111059,14420.0,402356.0,275.0,8051.513694444397,9035960.0,3996159.0
116,2020-01-01 16:00:00,166.6,1,84048.88680555602,179330308.0,5610.479805555632,6185.1531111111135,178529970.0,22336.18744444458,290.0,6895.0,12459.0,4948102.0,5995724.0,6205316.0,0.0,1,173124.0,78632.0,11639170.0,10305.0,83.2867777777786,14903.0,427312.0,291.0,8549.261583333397,9493624.0,4215767.0
116,2020-01-01 16:01:00,164.0,1,85518.79916666601,182414173.0,5738.540888888832,6334.779916666714,182192240.0,22591.67366666678,314.0,7092.0,12459.0,5045038.0,6159940.0,6309440.0,0.0,1,187314.0,92802.0,11774830.0,10479.0,84.8818333333326,15224.0,445969.0,319.0,8799.833416666595,9661446.0,4309983.0
116,2020-01-01 16:02:00,156.8,1,85518.79916666601,182414173.0,5739.540888888832,6334.779916666714,182243670.0,22591.67366666678,314.0,7092.0,12459.0,5045038.0,6176632.0,6309440.0,0.0,1,187315.0,92802.0,11851120.0,10479.0,84.8818333333326,15246.0,445973.0,319.0,8799.833416666595,9661546.0,4311023.0
116,2020-01-01 16:03:00,150.8,1,88643.11361111201,189402103.0,5872.167722222232,6512.843638888914,188425250.0,23208.19877777718,334.0,7176.0,12460.0,5194474.0,6348416.0,6523149.0,0.0,1,187315.0,92803.0,12194500.0,10770.0,88.11702777777859,15663.0,464914.0,355.0,9153.679416666597,10032922.0,4470876.0
116,2020-01-01 16:04:00,145.0,1,93306.116027778,198097213.0,6078.281055555632,6846.361888888913,196341950.0,24169.03749999918,362.0,8296.0,12460.0,5496106.0,6556356.0,6878590.0,0.0,1,195025.0,93440.0,12464230.0,11073.0,92.7524166666666,16014.0,487827.0,395.0,9619.508333333397,10449178.0,4646704.0
116,2020-01-01 16:05:00,139.0,1,97115.622888888,206728603.0,6319.412805555632,7074.831944444513,204476571.0,24990.65513888918,387.0,9136.0,12460.0,5642470.0,6811252.0,7150966.0,0.0,1,195025.0,93440.0,12828010.0,11544.0,95.9132222222226,16797.0,503411.0,439.0,10171.687388888797,10787347.0,4941400.0
116,2020-01-01 16:06:00,134.2,1,98287.393194444,210223948.0,6443.919000000032,7170.706555555514,207599691.0,25449.32927777718,399.0,9444.0,12460.0,5707162.0,6896988.0,7254082.0,0.0,1,195025.0,93440.0,13006090.0,11694.0,97.0084166666666,17083.0,510447.0,439.0,10418.659888888798,10897316.0,5105941.0
116,2020-01-01 16:07:00,128.2,1,101670.107277778,217712159.0,6690.443916666632,7514.812833333313,214580232.0,26377.11630555518,415.0,10508.0,12461.0,5924722.0,7179017.0,7552354.0,0.0,1,195025.0,93441.0,13733725.0,12177.0,113.0770555555546,17680.0,537844.0,467.0,10924.081249999996,11195033.0,5321635.0
116,2020-01-01 16:08:00,122.2,1,104750.240194444,224809289.0,6886.755277777832,7699.721694444514,220935342.0,27646.75883333318,443.0,11950.0,12461.0,6112222.0,7371225.0,7829254.0,0.0,1,195055.0,93441.0,14267965.0,12414.0,114.5630000000006,18061.0,552325.0,495.0,11264.459027777795,11539321.0,5561528.0
116,2020-01-01 16:09:00,105.6,1,109722.241277778,233323499.0,7039.336416666632,7841.571888888913,228076902.0,28303.48713888918,467.0,13322.0,12461.0,6280174.0,7535781.0,8137498.0,0.0,1,195055.0,93441.0,14702800.0,12630.0,116.8145277777786,18373.0,565767.0,511.0,11607.332249999998,11949613.0,5762609.0
116,2020-01-01 16:10:00,99.60000000000002,1,112305.291888888,238644674.0,7271.177583333432,8121.113166666713,233516312.0,29417.04205555518,475.0,15688.0,12461.0,6502402.0,7671465.0,8366542.0,0.0,1,201505.0,93779.0,14951110.0,12906.0,118.3155833333326,18793.0,578432.0,523.0,11968.574194444398,12230509.0,5877337.0
116,2020-01-01 16:11:00,91.8,1,113132.0765,239961329.0,7351.016166666632,8204.576527777714,235222873.0,29674.93869444518,479.0,17355.0,12461.0,6579646.0,7764926.0,8423566.0,0.0,1,205391.0,94768.0,15093610.0,13059.0,119.0807222222226,18950.0,580953.0,523.0,12060.084388888798,12300265.0,5906090.0
116,2020-01-01 16:12:00,85.80000000000001,1,116578.653194444,246649409.0,7590.886416666632,8469.067333333314,242350083.0,30619.24766666718,483.0,20590.0,12461.0,6849382.0,8014706.0,8697286.0,0.0,1,218141.0,100085.0,15412390.0,13492.0,125.1703611111106,19589.0,598757.0,527.0,12416.584416666596,12730548.0,6033204.0
116,2020-01-01 16:13:00,84.19999999999999,1,117661.07869444402,248262270.0,7639.439305555632,8526.027277777714,244242863.0,30824.30241666718,488.0,21906.0,12461.0,6902015.0,8101486.0,8775634.0,0.0,1,220736.0,102295.0,15534581.0,13678.0,128.81919444444458,19823.0,603259.0,527.0,12489.693472222198,12834412.0,6060068.0
116,2020-01-01 16:14:00,83.0,1,117662.07869444402,248262271.0,7639.439305555632,8526.027277777714,244249703.0,30825.30241666718,488.0,21906.0,12462.0,6902016.0,8103747.0,8775634.0,0.0,1,220736.0,102295.0,15542006.0,13690.0,129.81919444444458,19841.0,603259.0,527.0,12489.693472222198,12834417.0,6060140.0
116,2020-01-01 16:15:00,76.39999999999998,1,118441.727694444,249369031.0,7699.449916666632,8579.657611111114,245506733.0,30917.52411111118,492.0,22732.0,12462.0,6956544.0,8153624.0,8814767.0,0.0,1,221111.0,102568.0,15632576.0,13801.0,130.9159722222226,20076.0,605173.0,527.0,12552.152222222196,12883173.0,6080725.0
116,2020-01-01 16:16:00,72.19999999999999,1,118998.254583334,250380106.0,7728.649777777832,8620.086805555515,246781923.0,31073.85602777718,500.0,23362.0,12462.0,6999480.0,8240661.0,8856071.0,0.0,1,221111.0,102568.0,15795147.0,13889.0,131.91788888888857,20196.0,606825.0,531.0,12613.021361111198,12940547.0,6103042.0
116,2020-01-01 16:17:00,71.80000000000001,1,119216.240666666,251163046.0,7752.174277777832,8651.513638888915,247419473.0,31181.55641666718,550.0,23726.0,12463.0,7013472.0,8252606.0,8877779.0,0.0,1,221111.0,102568.0,15824652.0,13904.0,132.05494444444457,20232.0,607318.0,707.0,12645.050749999997,12969727.0,6124174.0
116,2020-01-01 16:18:00,65.80000000000001,1,123386.35008333402,258408106.0,8038.987666666632,9053.036333333315,255809593.0,32039.83330555518,706.0,33260.0,12464.0,7299816.0,8546683.0,9217703.0,0.0,1,230741.0,103673.0,16259862.0,14354.0,137.9956388888886,20877.0,626782.0,1252.0,13104.115166666596,13389552.0,6236435.0
116,2020-01-01 16:19:00,44.80000000000001,1,123860.635805556,259334567.0,8061.313861111032,9093.024222222317,256822033.0,32116.16391666718,714.0,33470.0,12749.0,7312572.0,8606903.0,9244019.0,0.0,1,230742.0,103674.0,16322292.0,14462.0,138.34183333333257,21139.0,629852.0,1260.0,13144.6163611112,13428652.0,6266455.0
116,2020-01-01 16:20:00,40.60000000000002,1,125536.65547222202,262502988.0,8228.31997222223,9296.037527777717,260960253.0,32907.26244444518,718.0,34352.0,12749.0,7438356.0,8845513.0,9437771.0,0.0,1,238212.0,104350.0,16723872.0,14639.0,139.8357222222226,21475.0,636868.0,1264.0,13405.310472222198,13578772.0,6389715.0
116,2020-01-01 16:21:00,40.0,1,125683.59436111202,262790073.0,8250.44708333343,9311.194583333316,261227213.0,32954.24341666718,726.0,34408.0,12749.0,7450596.0,8849765.0,9454979.0,0.0,1,238212.0,104350.0,16733908.0,14648.0,139.9146111111106,21481.0,637405.0,1264.0,13423.913194444398,13592897.0,6396059.0
116,2020-01-01 16:22:00,37.0,1,125883.74022222312,263377593.0,8266.007194444543,9339.231333333317,261851703.0,33136.243555556066,734.0,34506.0,12749.0,7469964.0,8897021.0,9490307.0,0.0,1,238212.0,104350.0,16876528.0,14675.0,140.14080555555503,21574.0,638174.0,1264.0,13460.582083333284,13624134.0,6408611.0
116,2020-01-01 16:23:00,33.0,1,127555.06466666756,267227629.0,8433.376833333432,9622.540222222196,265793713.0,33839.84775000052,742.0,36116.0,12750.0,7650516.0,8978558.0,9715727.0,0.0,1,245037.0,105819.0,17058163.0,14822.0,141.76972222222173,21838.0,649902.0,1264.0,13777.82555555552,13863564.0,6500020.0
116,2020-01-01 16:24:00,27.0,1,130234.46913888982,273162740.0,8798.630805555651,10290.244555555537,272876513.0,35004.04563888938,771.0,39658.0,12750.0,8025697.0,9145495.0,10148099.0,0.0,1,291432.0,111565.0,17411668.0,15062.0,145.243694444444,22502.0,672475.0,1268.0,14489.819777777737,14285712.0,6658313.0
116,2020-01-01 16:25:00,22.80000000000001,1,131493.54302777862,276826385.0,8987.96772222231,10590.205472222196,277226163.0,35819.76152777838,771.0,40974.0,12750.0,8203837.0,9304088.0,10342907.0,0.0,1,296037.0,111891.0,17604778.0,15332.0,147.3675277777772,23316.0,677244.0,1270.0,14825.661444444397,14497489.0,6755594.0
116,2020-01-01 16:26:00,16.80000000000001,1,133694.0561666676,282550686.0,9284.278027777871,11002.551944444434,283369424.0,36917.46538888937,775.0,43354.0,12750.0,8489365.0,9478237.0,10656864.0,0.0,1,309042.0,114634.0,17865613.0,15551.0,150.5376388888884,24183.0,684637.0,1270.0,15343.723111111056,14835081.0,6891045.0
116,2020-01-01 16:27:00,10.199999999999989,1,136093.6445277786,287980986.0,9692.866916666771,11511.859166666714,289312404.0,37666.186277778375,780.0,46756.0,12750.0,8836513.0,9640021.0,11011644.0,0.0,1,331692.0,117390.0,18174823.0,15683.0,156.5158888888884,24868.0,689182.0,1270.0,15892.065472222195,15212637.0,7002102.0
116,2020-01-01 16:28:00,4.0,1,139139.61155555642,293791806.0,9993.481611111212,12001.420416666717,295837614.0,38639.550027778365,788.0,49164.0,12750.0,9198889.0,9792874.0,11357676.0,0.0,1,351342.0,118339.0,18489028.0,15842.0,163.2879444444446,25315.0,705658.0,1271.0,16459.098472222195,15659593.0,7145190.0
161,2020-01-01 19:14:00,444.4,1,7433.1730555556,16732395.0,599.7211666666756,637.1383055555465,17404661.0,3203.697944444489,4.0,1456.0,2370.0,569040.0,1166576.0,822396.0,0.0,0,40305.0,9464.0,817440.0,1798.0,1762.1177777777757,3849.0,29552.0,141.0,819.2854722222178,837809.0,292684.0
161,2020-01-01 19:15:00,443.2,1,8292.3166388888,18779610.0,638.3002222222157,676.5217777777865,19381951.0,3532.460166666689,4.0,1498.0,2371.0,606997.0,1289896.0,898044.0,0.0,0,42645.0,9465.0,867360.0,1993.0,2012.746583333356,4216.0,30672.0,145.0,876.7173888888977,939021.0,325953.0
161,2020-01-01 19:16:00,442.0,1,8568.787777777681,19812585.0,682.3019444444377,720.0097777777864,20531621.0,3738.891777777809,4.0,1582.0,2371.0,631297.0,1383177.0,935353.0,0.0,0,42645.0,9465.0,920745.0,2147.0,2038.4319722222435,4537.0,32292.0,146.0,936.6502777777856,989086.0,356837.0
161,2020-01-01 19:17:00,428.0,1,16510.1368055554,40119316.0,1292.5910277777757,1358.6422500000065,41008331.0,7080.214361111089,36.0,3682.0,2371.0,1253389.0,2659506.0,1734433.0,5735.0,0,83625.0,21594.0,1272030.0,4112.0,4434.374472222155,8209.0,64206.0,158.0,1785.9120000000178,2083730.0,711569.0
161,2020-01-01 19:18:00,418.4,1,23263.3809722222,58442896.0,1897.413583333336,2035.7868333333463,59251261.0,10045.31347222229,56.0,4845.0,2371.0,1787737.0,3849443.0,2448517.0,5736.0,0,106950.0,25845.0,1828560.0,5810.0,6252.770472222155,11284.0,92955.0,178.0,2623.143472222238,3055898.0,1039734.0
161,2020-01-01 19:19:00,416.6,1,24098.0433055554,60969736.0,1958.990138888876,2116.1131111111263,61660901.0,10586.65213888889,56.0,5013.0,2371.0,1869553.0,3981323.0,2547025.0,5736.0,0,106950.0,25846.0,1956870.0,6095.0,6483.888166666756,11696.0,98299.0,186.0,2724.621611111118,3192918.0,1089136.0
161,2020-01-01 19:20:00,407.2,1,29250.4645555548,74365111.0,2403.826361111116,2602.7798611111266,75314471.0,12899.36661111109,56.0,5167.0,2372.0,2274373.0,5007416.0,3128809.0,39243.0,0,106951.0,25846.0,2607345.0,7569.0,8170.207055555556,13262.0,116923.0,194.0,3340.9091111110984,3860370.0,1338336.0
161,2020-01-01 19:21:00,400.4,1,33305.0355000008,83422681.0,2691.285055555616,2868.9896111111866,84290181.0,14131.854694444492,64.0,5363.0,2372.0,2536753.0,5608234.0,3540506.0,39243.0,0,108406.0,26717.0,2950966.0,8670.0,9621.280972222155,14493.0,130159.0,194.0,3719.981444444498,4320019.0,1458786.0
161,2020-01-01 19:22:00,390.4,1,40468.7708333328,98366341.0,3215.8340833334164,3440.842305555587,99673101.0,16493.94077777789,80.0,5602.0,2597.0,3033386.0,6649707.0,4328174.0,39441.0,0,112157.0,30630.0,3459601.0,10207.0,11871.988027777756,16170.0,155248.0,222.0,4454.689305555498,5133073.0,1680078.0
161,2020-01-01 19:23:00,386.0,1,43740.4534722228,105197941.0,3406.009500000016,3639.2861388889855,106420741.0,17508.71677777789,88.0,5840.0,3167.0,3234350.0,7153521.0,4623302.0,39441.0,0,122462.0,37871.0,3683386.0,10933.0,12732.696833333355,17031.0,164216.0,230.0,4698.836361111098,5514742.0,1764927.0
161,2020-01-01 19:24:00,385.6,1,43988.1915277768,105789886.0,3421.390944444416,3654.6351388889866,107006171.0,17595.11997222229,88.0,5854.0,3167.0,3256382.0,7186641.0,4649930.0,39441.0,0,122462.0,37871.0,3697231.0,10981.0,12822.065833333356,17082.0,165432.0,234.0,4724.619416666698,5553265.0,1771763.0
161,2020-01-01 19:25:00,383.2,1,45648.5816666668,109183906.0,3512.789916666616,3767.713361111186,110248731.0,18052.09072222229,88.0,6064.0,3167.0,3382058.0,7371293.0,4801454.0,39442.0,0,122462.0,38118.0,3796951.0,11278.0,13387.381611111156,17388.0,171376.0,246.0,4870.436083333298,5741357.0,1807731.0
161,2020-01-01 19:26:00,382.2,1,46274.5044722228,110751331.0,3558.4582777778164,3808.5416111111854,111680391.0,18313.980111111086,96.0,6148.0,3167.0,3438530.0,7467233.0,4856438.0,39442.0,0,122462.0,38171.0,3871456.0,11425.0,13560.578194444555,17515.0,173700.0,250.0,4915.285083333298,5832715.0,1825800.0
161,2020-01-01 19:27:00,378.6,1,48571.5700833328,117218626.0,3751.177833333416,3979.3132222221866,117663351.0,19326.703138888886,100.0,8052.0,3167.0,3596883.0,7763801.0,5072870.0,39442.0,0,130232.0,41239.0,3994741.0,12082.0,14324.220083333355,18151.0,182073.0,250.0,5140.788944444497,6150895.0,1932328.0
161,2020-01-01 19:28:00,372.4,1,52411.353444444,127294471.0,4000.048583333416,4281.581166666627,127197622.0,20434.093388888887,104.0,13652.0,3167.0,3856863.0,8595169.0,5410790.0,39442.0,0,135662.0,52341.0,4338766.0,13081.0,15534.813694444476,19150.0,193360.0,250.0,5536.630972222278,6663663.0,2081589.0
161,2020-01-01 19:29:00,370.4,1,53727.806944444,130684412.0,4107.684083333416,4418.066611111067,130291992.0,20713.939083333327,104.0,16018.0,3167.0,3957196.0,8810233.0,5537810.0,39442.0,0,140387.0,56488.0,4419181.0,13382.0,16030.419611111136,19408.0,197628.0,255.0,5692.649416666718,6832515.0,2141521.0
161,2020-01-01 19:30:00,367.2,1,55347.45997222161,134992758.0,4231.308722222297,4567.136055555528,134917532.0,21285.05566666667,104.0,18370.0,3167.0,4062232.0,9333989.0,5693774.0,39443.0,0,140418.0,57568.0,4567982.0,13854.0,16412.145694444556,19810.0,201248.0,259.0,5859.712361111158,7046996.0,2213777.0
161,2020-01-01 19:31:00,366.2,1,55898.88991666621,136383603.0,4269.539583333417,4623.168583333307,136331082.0,21513.835416666687,104.0,19196.0,3167.0,4110688.0,9423158.0,5754770.0,39443.0,0,140419.0,57841.0,4608002.0,14004.0,16578.395249999958,19939.0,204460.0,260.0,5941.2371944444985,7137465.0,2240466.0
161,2020-01-01 19:32:00,359.6,1,58962.75777777721,144473508.0,4525.883000000077,4843.602027777746,145305502.0,22963.73741666669,112.0,24866.0,3167.0,4331548.0,10228430.0,6048842.0,39443.0,0,152734.0,69307.0,4849727.0,15120.0,17372.191444444557,21085.0,214868.0,268.0,6228.961138888938,7573101.0,2393808.0
161,2020-01-01 19:33:00,359.4,1,59186.88013888841,144981453.0,4535.713000000077,4850.272611111066,145785522.0,23003.214888888888,112.0,25118.0,3167.0,4339684.0,10261132.0,6063614.0,39443.0,0,152734.0,69307.0,4858877.0,15183.0,17458.408472222156,21115.0,214997.0,268.0,6238.805638888938,7598395.0,2398720.0
161,2020-01-01 19:34:00,354.6,1,62101.87972222161,152896413.0,4753.914750000077,5076.626694444406,153241242.0,23829.050305555487,116.0,29305.0,3167.0,4509448.0,10769932.0,6333854.0,39443.0,0,152734.0,71206.0,5057973.0,16044.0,18305.87827777776,21857.0,222906.0,268.0,6522.56061111116,7975988.0,2533004.0
161,2020-01-01 19:35:00,348.2,1,66297.7371388884,163836994.0,5042.412000000078,5434.451666666626,163307912.0,25184.37772222229,128.0,35325.0,3167.0,4757008.0,11340149.0,6730610.0,39713.0,0,157159.0,76225.0,5418093.0,17064.0,19677.916611111155,22811.0,234540.0,276.0,6968.20947222228,8515124.0,2716810.0
161,2020-01-01 19:36:00,341.8,1,70148.11369444481,173666134.0,5314.910861111198,5744.740583333306,172452522.0,26497.502777777685,132.0,40365.0,3167.0,4983916.0,11925801.0,7124906.0,39713.0,0,157354.0,76836.0,5692128.0,18249.0,20891.503444444555,23661.0,243809.0,284.0,7352.029416666699,8978819.0,2887199.0
161,2020-01-01 19:37:00,341.0,1,70688.5589166668,175036594.0,5347.720583333417,5796.172194444406,173759253.0,26627.39050000009,140.0,41206.0,3167.0,5030320.0,12006238.0,7183118.0,39713.0,0,157354.0,76836.0,5712483.0,18393.0,21097.71399999996,23760.0,245790.0,288.0,7427.630000000099,9046307.0,2912532.0
161,2020-01-01 19:38:00,334.6,1,75807.3892777768,186429320.0,5729.567027777857,6232.956138888786,184889073.0,28305.021111111084,152.0,48501.0,3167.0,5416312.0,12749258.0,7746206.0,39713.0,0,171170.0,84416.0,6075843.0,19596.0,22882.59341666676,24792.0,267210.0,288.0,7992.623444444499,9643812.0,3082393.0
161,2020-01-01 19:39:00,330.8,1,78033.4952777768,191589950.0,5862.681250000018,6383.807583333386,190010173.0,29045.68777777768,160.0,49985.0,3167.0,5554276.0,13142027.0,7984238.0,39713.0,0,172925.0,85339.0,6325473.0,20136.0,23722.53324999996,25353.0,273447.0,289.0,8197.4117500001,9883605.0,3165054.0
161,2020-01-01 19:40:00,330.0,1,78663.14997222081,192899675.0,5885.479722222218,6403.286166666587,191153753.0,29109.59044444448,160.0,50139.0,3167.0,5580820.0,13213359.0,8038478.0,39714.0,0,172925.0,85339.0,6373158.0,20232.0,24081.80344444456,25434.0,274123.0,289.0,8229.2187500001,9940382.0,3176915.0
161,2020-01-01 19:41:00,327.0,1,80775.25449999882,197182055.0,5989.778583333418,6528.646277777786,195238873.0,29719.56950000009,168.0,51217.0,3167.0,5717104.0,13517804.0,8249174.0,39714.0,0,172925.0,87341.0,6621918.0,20646.0,24733.95594444456,25854.0,279907.0,293.0,8397.3392500001,10153011.0,3229372.0
161,2020-01-01 19:42:00,324.6,1,82522.70708333282,200994665.0,6062.302222222218,6630.448472222186,198684644.0,30289.65141666668,176.0,52337.0,3167.0,5815721.0,13749236.0,8421998.0,39714.0,0,172925.0,87667.0,6930078.0,20940.0,25450.89299999996,26211.0,282700.0,293.0,8527.350055555698,10316735.0,3274437.0
161,2020-01-01 19:43:00,324.0,1,82789.45274999882,201820220.0,6087.263472222218,6663.565361110986,199442764.0,30402.945583333283,176.0,52505.0,3167.0,5833169.0,13801108.0,8457110.0,39714.0,0,172925.0,87667.0,6985083.0,21012.0,25533.78883333336,26254.0,283062.0,293.0,8562.094305555698,10357095.0,3288810.0
161,2020-01-01 19:44:00,317.8,1,87258.05080555481,212919230.0,6386.832472222219,7178.799194444387,209703124.0,31913.355000000083,184.0,57727.0,3167.0,6144557.0,14579337.0,8998730.0,39732.0,0,176720.0,94479.0,7512318.0,22011.0,27269.81111111116,27301.0,298650.0,313.0,9131.1481111111,10890095.0,3463686.0
161,2020-01-01 19:45:00,313.0,1,90301.60638888882,220459520.0,6626.337777777819,7431.553027777787,216705264.0,32925.423277777685,192.0,61325.0,3167.0,6313013.0,15090854.0,9340502.0,39732.0,0,180335.0,98158.0,7788648.0,22824.0,28357.78216666676,27892.0,305602.0,325.0,9454.3553055557,11214000.0,3598591.0
161,2020-01-01 19:46:00,312.8,1,90458.1693611108,220796585.0,6636.407805555618,7457.094916666586,217047504.0,32985.93444444449,192.0,61647.0,3167.0,6332693.0,15106480.0,9359822.0,39732.0,0,180336.0,98158.0,7789278.0,22842.0,28408.60061111116,27913.0,307011.0,325.0,9494.937583333298,11238604.0,3606169.0
161,2020-01-01 19:47:00,307.2,1,93816.9918055548,229149845.0,6853.7700277778185,7667.560249999988,224869574.0,34053.40477777789,204.0,65371.0,3167.0,6535925.0,15629032.0,9690254.0,39733.0,0,183231.0,100147.0,8169963.0,23778.0,29621.39777777775,28636.0,314459.0,333.0,9793.905527777895,11670660.0,3734558.0
161,2020-01-01 19:48:00,304.4,1,95826.4792777768,233863535.0,6949.618388889019,7781.473194444387,229198704.0,34608.17277777789,208.0,66687.0,3167.0,6630173.0,15915492.0,9871334.0,39733.0,0,183231.0,100147.0,8335158.0,24222.0,30371.13252777776,28973.0,317616.0,337.0,9951.792527777896,11901836.0,3799798.0
161,2020-01-01 19:49:00,297.0,1,96830.2909999988,236220830.0,7017.208472222218,7858.6646388887875,231840164.0,34995.12452777789,212.0,67933.0,3167.0,6709805.0,16187836.0,9973742.0,39733.0,0,183232.0,101149.0,8624793.0,24553.0,30704.40252777775,29228.0,320437.0,337.0,10059.544083333296,12027664.0,3837010.0
161,2020-01-01 19:50:00,292.4,1,99515.42649999882,241550435.0,7240.37772222222,8087.134888888788,238276694.0,35960.72222222229,224.0,72707.0,3167.0,6973770.0,16648329.0,10245014.0,39733.0,0,196087.0,113408.0,8700723.0,25168.0,31533.26366666676,29817.0,329841.0,346.0,10376.541055555695,12367935.0,3944331.0
161,2020-01-01 19:51:00,287.6,1,101840.4907777768,248008715.0,7434.68005555562,8298.870888888789,244677454.0,36880.193916666685,252.0,75955.0,3167.0,7141471.0,17124646.0,10458386.0,39733.0,0,206587.0,117100.0,8907978.0,25729.0,32246.265111111155,30285.0,337146.0,350.0,10650.308805555696,12679807.0,4080959.0
161,2020-01-01 19:52:00,281.6,1,104932.1641388888,255407375.0,7705.333333333419,8588.22824999999,252670395.0,37895.95213888888,264.0,80169.0,3167.0,7418960.0,17753323.0,10774874.0,40291.0,0,212482.0,121793.0,9088518.0,26506.0,33360.836333333355,30897.0,348326.0,362.0,11072.762305555694,13075396.0,4238816.0
161,2020-01-01 19:53:00,277.8,1,107549.57494444482,261266645.0,7885.672666666819,8818.10163888879,258903835.0,38914.43730555548,272.0,82493.0,3167.0,7710140.0,18185051.0,11072667.0,40291.0,0,216007.0,122248.0,9237978.0,27115.0,34154.57505555556,31578.0,365686.0,363.0,11399.810222222295,13483477.0,4334840.0
161,2020-01-01 19:54:00,277.6,1,107559.95752777682,261313895.0,7888.82469444462,8819.96108333339,258952515.0,38925.60716666668,272.0,82493.0,3167.0,7710752.0,18189923.0,11073471.0,40291.0,0,216007.0,122248.0,9240378.0,27146.0,34158.77655555555,31596.0,365692.0,363.0,11400.685944444496,13484906.0,4335752.0
