source,time_step,RUL,event,Spec_2_Cat8,158_9,459_5,459_19,Spec_7_Cat7,459_16,459_14,158_3,Spec_3_Cat3,397_26,397_18,397_30,158_1,397_32,272_6,397_25,397_17,291_7,158_4,397_11,459_18,291_2,291_6,459_9,Spec_6_Cat3,459_10,666_0,397_23,Spec_2_Cat3,Spec_7_Cat2,397_27,Spec_1_Cat3,Spec_3_Cat2,397_14,Spec_7_Cat1,158_7,Spec_1_Cat1,397_6,Spec_1_Cat4,167_4,Spec_5_Cat1,Spec_7_Cat6,459_0,158_2,291_9,397_3,459_1,459_2,835_0,397_8,459_3,397_24,291_0,272_8,Spec_6_Cat4,Spec_1_Cat2,167_3,Spec_6_Cat2,397_15,167_5,167_7,167_6,397_9,272_7,272_0,397_28,Spec_5_Cat2,397_29,Spec_2_Cat2,309_0,167_9,100_0,397_12,272_2,459_7,397_34,Spec_1_Cat16,Spec_7_Cat4,397_5,397_10,272_5,158_8,397_31,Spec_6_Cat1,291_4,Spec_1_Cat9,158_5,397_35,167_1,291_10,291_5,459_6,272_9,459_13,459_12,397_33,397_7,427_0,171_0,Spec_1_Cat15
185,2020-01-01 22:49:00,66.59999999999997,1,0,126169.0,3052.5220000000886,0.1869722222222232,0,15308.73561111118,20539.41536111105,41209688.0,0,861532.0,300916.0,5825.0,53299911.0,673942.0,152.0,698149.0,194.0,9639.0,14745242.0,867.0,0.481250000000006,30755.0,23735.0,5563.117972222266,0,2801.783805555566,45457.0,176.0,0,0,61157.0,0,0,9066020.0,0,2448950.0,1,9570260.0,0,50440920.0,0,0,4340.039555555582,76006907.0,10848.0,228791.0,1856.669277777756,1812.535666666664,157512271.0,11556017.0,2318.165000000002,109277.0,28370.0,0.0,1,0,19162335.0,0,155139.0,132063515.0,14158.0,3275661.0,216038.0,0.0,14521011.0,8594.0,0,12.0,0,56.0,0.0,22376336.0,904011.0,6271686.0,3300.3866388888164,12326.0,0,0,10091.0,47083.0,40689.0,1342038.0,267759.0,0,11860.0,0,5962843.0,8.0,11647871.0,1466.0,10206.0,3203.9141388888606,0.0,5498.549305555604,3222.880083333272,107811.0,4343054.0,138220039.0,3448035.0,0
185,2020-01-01 22:50:00,60.599999999999966,1,0,127801.0,3127.851527777869,0.1961666666666678,0,15769.50349999998,20874.075555555657,42539901.0,0,887832.0,308053.0,5957.0,54783051.0,692454.0,153.0,715793.0,198.0,9894.0,15070070.0,896.0,0.485888888888894,31574.0,24368.0,5699.846944444486,0,2867.845638888906,47074.0,180.0,0,0,63269.0,0,0,9251991.0,0,2517170.0,1,9911104.0,0,51778230.0,0,0,4460.712305555582,77501855.0,11097.0,234792.0,1899.760361111096,1854.361222222224,161448841.0,11868769.0,2372.272972222221,112509.0,29385.0,0.0,1,0,19520940.0,0,159220.0,135618005.0,14158.0,3331026.0,220820.0,0.0,14810885.0,8867.0,0,12.0,0,56.0,0.0,22966826.0,923239.0,6401933.0,3383.462861111037,12758.0,0,0,10179.0,48279.0,42912.0,1371582.0,273319.0,0,12217.0,0,6099391.0,8.0,11923497.0,1509.0,10506.0,3282.5482499999807,0.0,5612.673277777824,3288.996472222172,110896.0,4429290.0,141476194.0,3530715.0,0
185,2020-01-01 22:51:00,59.599999999999966,1,0,127897.0,3140.555305555629,0.1961666666666678,0,15822.09086111118,20944.008083333458,42736306.0,0,892102.0,309041.0,5981.0,54992547.0,696578.0,153.0,719070.0,199.0,9928.0,15120998.0,897.0,0.485888888888894,31697.0,24458.0,5722.323166666706,0,2879.0501666666846,47312.0,192.0,0,0,63630.0,0,0,9282699.0,0,2531066.0,1,9946386.0,0,51964305.0,0,0,4474.057750000022,77697816.0,11149.0,235601.0,1907.369916666656,1860.892888888884,162011141.0,11912906.0,2380.514222222221,113062.0,29500.0,0.0,1,0,19585035.0,0,159788.0,136156205.0,14158.0,3342712.0,221516.0,0.0,14843958.0,8907.0,0,12.0,0,56.0,0.0,23028031.0,926021.0,6411722.0,3395.9995555554765,12854.0,0,0,10307.0,48435.0,43380.0,1377210.0,274339.0,0,12281.0,0,6121351.0,8.0,11957847.0,1509.0,10560.0,3295.3368055555406,0.0,5632.626916666723,3302.540833333272,111565.0,4440758.0,141955509.0,3543300.0,0
185,2020-01-01 22:52:00,55.19999999999999,1,0,128617.0,3197.9511666667486,0.1961666666666678,0,16237.53191666678,21219.78366666665,43846270.0,0,914474.0,313958.0,6069.0,56037735.0,713999.0,153.0,732966.0,203.0,10126.0,15395366.0,933.0,0.485888888888894,32222.0,24890.0,5819.314611111146,0,2930.833583333345,48677.0,192.0,0,0,65622.0,0,0,9453055.0,0,2593922.0,1,10134578.0,0,52906291.0,0,0,4543.7601666667015,78696132.0,11329.0,239741.0,1938.385277777756,1889.099138888884,164946632.0,12170840.0,2419.181472222221,115999.0,30091.0,0.0,1,0,19873350.0,0,162686.0,138941000.0,14158.0,3357742.0,224889.0,0.0,15031145.0,9169.0,0,12.0,0,56.0,0.0,23388286.0,938741.0,6482793.0,3460.0316944443566,13162.0,0,0,10319.0,49615.0,43498.0,1401318.0,279187.0,0,12509.0,0,6227407.0,8.0,12132598.0,1548.0,10746.0,3357.9133611110806,0.0,5719.373944444504,3359.880166666612,114098.0,4503211.0,144595663.0,3611940.0,0
185,2020-01-01 22:53:00,55.0,1,0,128617.0,3198.152361111189,0.1961666666666678,0,16239.323416666775,21224.87816666665,43853603.0,0,914519.0,313967.0,6069.0,56041983.0,714015.0,153.0,732999.0,203.0,10126.0,15396302.0,933.0,0.485888888888894,32228.0,24893.0,5819.910638888927,0,2931.229111111125,48677.0,192.0,0,0,65626.0,0,0,9454543.0,0,2594030.0,1,10135758.0,0,52912516.0,0,0,4544.292777777801,78700812.0,11332.0,239763.0,1939.571777777756,1889.269888888884,164960833.0,12172485.0,2419.367888888881,116011.0,30091.0,0.0,1,0,19877160.0,0,162695.0,138941001.0,14158.0,3357742.0,224897.0,0.0,15034512.0,9169.0,0,12.0,0,56.0,0.0,23390471.0,938829.0,6485302.0,3460.284888888817,13162.0,0,0,10320.0,49617.0,43498.0,1401342.0,279203.0,0,12518.0,0,6227575.0,8.0,12136288.0,1548.0,10746.0,3358.3236944444207,0.0,5719.959694444504,3360.120333333272,114098.0,4503515.0,144612163.0,3612375.0,0
185,2020-01-01 22:54:00,54.79999999999996,1,0,128617.0,3198.367805555634,0.1961666666666678,0,16239.525694444555,21225.06538888888,43854635.0,0,914539.0,313983.0,6073.0,56045511.0,714031.0,153.0,733047.0,203.0,10126.0,15396770.0,933.0,0.485888888888894,32234.0,24893.0,5821.219833333371,0,2931.385833333348,48684.0,192.0,0,0,65630.0,0,0,9454789.0,0,2594066.0,1,10136607.0,0,52912517.0,0,0,4545.647305555578,78704184.0,11332.0,239772.0,1940.712027777756,1889.3916666666616,164967733.0,12172591.0,2419.665111111104,116023.0,30092.0,0.0,1,0,19877160.0,0,162720.0,138941002.0,14159.0,3357742.0,224925.0,0.0,15040817.0,9171.0,0,12.0,0,56.0,0.0,23391741.0,938990.0,6485302.0,3460.4888055554834,13163.0,0,0,10321.0,49622.0,43498.0,1401354.0,279235.0,0,12518.0,0,6227744.0,8.0,12143188.0,1548.0,10750.0,3358.523611111087,0.0,5721.077083333393,3361.280555555494,114106.0,4503752.0,144617388.0,3612465.0,0
185,2020-01-01 22:55:00,48.39999999999998,1,0,129578.0,3254.377638888967,0.1961666666666678,0,16575.365388889,21630.30344444443,45027179.0,0,932599.0,320335.0,6210.0,57219699.0,727704.0,153.0,747420.0,203.0,10294.0,15726986.0,934.0,0.4883611111111162,32921.0,25320.0,5914.600861111148,0,2983.0055000000125,49518.0,192.0,0,0,66822.0,0,0,9638913.0,0,2646218.0,1,10360737.0,0,54071492.0,0,0,4667.813527777801,79807249.0,11516.0,244169.0,1974.534638888868,1922.03519444444,168176023.0,12445631.0,2461.537333333325,119420.0,30899.0,0.0,1,0,20334870.0,0,165764.0,141550312.0,14159.0,3371287.0,228701.0,0.0,15410121.0,9328.0,0,12.0,0,56.0,0.0,23821441.0,957197.0,6623141.0,3519.3406944443727,13459.0,0,0,10330.0,66190.0,43499.0,1426422.0,283679.0,0,12789.0,0,6337004.0,8.0,12460889.0,1594.0,10984.0,3415.8837777777544,0.0,5846.681833333392,3420.648083333272,115862.0,4581936.0,147379851.0,3684510.0,0
185,2020-01-01 22:56:00,42.0,1,0,132590.0,3315.086111111189,0.1961666666666678,0,17022.15408333344,22103.75822222221,46344983.0,0,956004.0,327128.0,6378.0,58511067.0,746008.0,153.0,763105.0,211.0,10505.0,16137098.0,948.0,0.4883611111111162,33641.0,25705.0,6040.564805555587,0,3046.2466388889025,50715.0,192.0,0,0,68635.0,0,0,9861461.0,0,2715638.0,1,10592190.0,0,55228442.0,0,0,4759.987166666681,80976601.0,11706.0,248046.0,2011.268944444422,1955.211611111106,171763253.0,12761340.0,2504.880722222216,123156.0,31694.0,0.0,1,0,20916435.0,0,168801.0,144485782.0,14159.0,3371287.0,232610.0,0.0,15806050.0,9520.0,0,12.0,0,56.0,0.0,24270276.0,978190.0,6811199.0,3587.7054722221505,13828.0,0,0,10386.0,67042.0,43499.0,1461438.0,289663.0,0,13098.0,0,6468548.0,8.0,12852089.0,1669.0,11257.0,3482.5468611110864,0.0,5980.938111111164,3483.786083333272,118494.0,4665065.0,150542560.0,3768030.0,0
185,2020-01-01 22:57:00,35.599999999999966,1,0,149594.0,3366.1971388889674,0.1961666666666678,0,17631.06516666678,22518.191805555536,47406947.0,0,988222.0,332868.0,6522.0,59708008.0,790892.0,153.0,776645.0,219.0,10664.0,16649594.0,976.0,0.4883611111111162,34241.0,26038.0,6154.554861111146,0,3114.3728333333465,52718.0,200.0,0,0,70423.0,0,0,10113485.0,0,2827970.0,1,10818400.0,0,56115932.0,0,0,4848.65111111114,82016329.0,11853.0,252730.0,2040.051666666644,1984.370027777772,175245744.0,13022116.0,2543.628083333326,126332.0,32372.0,0.0,1,0,21303270.0,0,171521.0,147662632.0,15749.0,3425632.0,236106.0,0.0,16216759.0,9752.0,0,12.0,0,70.0,0.0,24677681.0,995875.0,6953562.0,3645.369222222152,14496.0,0,0,13147.0,67778.0,47893.0,1574946.0,302396.0,0,13344.0,0,6656084.0,12.0,13226369.0,1735.0,11477.0,3536.1467222221986,0.0,6127.1676666667245,3581.076777777712,124286.0,4721817.0,153673996.0,3855075.0,0
185,2020-01-01 22:58:00,32.799999999999955,1,0,152498.0,3409.1067500000686,0.1961666666666678,0,17803.7750277779,22863.69144444444,48066947.0,0,1001078.0,337533.0,6626.0,60597760.0,798852.0,153.0,786378.0,219.0,10784.0,16934702.0,977.0,0.4890000000000052,34739.0,26390.0,6227.031833333366,0,3151.131222222245,53327.0,200.0,0,0,71301.0,0,0,10247379.0,0,2859662.0,1,10972936.0,0,57041147.0,0,0,4910.280694444461,82723825.0,12013.0,255591.0,2066.903083333312,2010.347527777772,177425934.0,13178196.0,2577.723055555547,128560.0,32933.0,0.0,1,0,21836490.0,0,173674.0,149031367.0,15749.0,3425632.0,239247.0,0.0,16404687.0,9885.0,0,12.0,0,70.0,0.0,24980956.0,1010947.0,7131233.0,3691.7531944443767,14600.0,0,0,13208.0,68454.0,47893.0,1595802.0,305253.0,0,13563.0,0,6744944.0,12.0,13403249.0,1762.0,11630.0,3578.8289722222007,0.0,6211.507194444504,3623.810055555492,125534.0,4779774.0,155530093.0,3901140.0,0
185,2020-01-01 22:59:00,32.19999999999999,1,0,152546.0,3411.385194444529,0.1961666666666678,0,17831.911444444562,22900.29219444444,48146027.0,0,1002170.0,338021.0,6634.0,60678796.0,800072.0,153.0,787027.0,219.0,10785.0,16959422.0,978.0,0.4890000000000052,34799.0,26408.0,6233.748500000046,0,3153.2475000000045,53376.0,200.0,0,0,71333.0,0,0,10260395.0,0,2863526.0,1,10989200.0,0,57127397.0,0,0,4917.911000000021,82796654.0,12019.0,255771.0,2069.093444444422,2012.23594444444,177644345.0,13197497.0,2581.084694444437,128764.0,32972.0,0.0,1,0,21859095.0,0,173831.0,149180077.0,15749.0,3425632.0,239411.0,0.0,16451773.0,9893.0,0,12.0,0,70.0,0.0,25011911.0,1012923.0,7139865.0,3695.303444444377,14620.0,0,0,13209.0,68466.0,47893.0,1597494.0,305526.0,0,13570.0,0,6752252.0,12.0,13449990.0,1768.0,11651.0,3581.9885555555406,0.0,6219.814222222284,3626.173944444392,125642.0,4785466.0,155719623.0,3906300.0,0
185,2020-01-01 23:00:00,26.0,1,0,180458.0,3478.880805555629,0.1961666666666678,0,18344.52261111118,23440.67247222226,49257899.0,0,1041194.0,345235.0,6882.0,62322628.0,822152.0,153.0,813281.0,296.0,11004.0,17627091.0,1014.0,0.4890000000000052,35618.0,26930.0,6381.158444444486,0,3241.373805555565,54279.0,268.0,0,0,73247.0,0,0,10521115.0,0,2962514.0,1,11262896.0,0,58743662.0,0,0,5039.516750000021,84271514.0,12253.0,262383.0,2116.06686111109,2059.336416666662,182029515.0,13508469.0,2637.747361111102,132300.0,33941.0,0.0,1,0,22535505.0,0,177144.0,152539177.0,15749.0,3432727.0,244545.0,0.0,16906800.0,10101.0,0,32.0,0,84.0,0.0,25574126.0,1042585.0,7397369.0,3772.2558611110367,14856.0,0,0,13366.0,69757.0,47893.0,1666723.0,315243.0,0,13879.0,0,7000112.0,20.0,13851645.0,1828.0,11948.0,3655.089944444421,0.0,6427.614805555624,3754.533027777712,128458.0,4897471.0,159548932.0,4006080.0,0
185,2020-01-01 23:01:00,20.0,1,0,196850.0,3553.570555555629,0.1961666666666678,0,19081.75797222238,24152.37347222226,50825159.0,0,1099647.0,353259.0,7099.0,63982432.0,852388.0,153.0,845403.0,296.0,11196.0,18425667.0,1014.0,0.4890000000000052,36425.0,27446.0,6561.887000000046,0,3342.3603888889047,55861.0,273.0,0,0,77195.0,0,0,10853711.0,0,3107030.0,1,11503588.0,0,60446357.0,0,0,5143.58488888892,85993430.0,12592.0,269276.0,2159.718638888876,2100.260027777764,187195265.0,13933247.0,2691.132083333321,137593.0,34785.0,0.0,1,0,23091255.0,0,181141.0,157352677.0,15749.0,3449692.0,249301.0,0.0,17342990.0,10493.0,0,32.0,0,84.0,0.0,26118076.0,1061253.0,7632800.0,3863.468972222157,15145.0,0,0,13410.0,70877.0,47893.0,1760372.0,328635.0,0,14137.0,0,7295120.0,20.0,14203605.0,1903.0,12161.0,3738.3092777777606,0.0,6701.824166666724,3898.881777777712,131811.0,5003200.0,164329345.0,4136790.0,0
185,2020-01-01 23:02:00,14.0,1,0,206534.0,3624.39108333341,0.1961666666666678,0,20008.185527777983,24736.21038888886,52815491.0,0,1141476.0,361148.0,7379.0,65557060.0,877849.0,153.0,868807.0,304.0,11385.0,19144347.0,1058.0,0.4925000000000052,37316.0,27993.0,6713.594555555586,0,3422.4583611111248,58164.0,277.0,0,0,80175.0,0,0,11203948.0,0,3211730.0,1,11699841.0,0,61957832.0,0,0,5228.25683333336,87516542.0,12940.0,275613.0,2200.647277777756,2141.7595833333244,192262765.0,14467648.0,2744.480111111101,141870.0,35662.0,0.0,1,0,23645055.0,0,184897.0,162310148.0,15749.0,3479467.0,254165.0,0.0,17627040.0,10901.0,0,32.0,0,84.0,0.0,26570951.0,1079433.0,7808430.0,3949.461944444377,15653.0,0,0,13534.0,72189.0,48036.0,1823804.0,336843.0,0,14437.0,0,7532720.0,20.0,14423535.0,1999.0,12389.0,3818.601555555541,0.0,6889.465166666723,3992.941944444392,135436.0,5107548.0,169193072.0,4272600.0,0
185,2020-01-01 23:03:00,7.599999999999966,1,0,209438.0,3701.758000000069,0.1961666666666678,0,20842.801138888983,25459.48244444446,55144811.0,0,1184949.0,369424.0,7631.0,67151417.0,895989.0,154.0,894811.0,312.0,11562.0,19770699.0,1099.0,0.4927222222222274,38243.0,28599.0,6869.430055555586,0,3505.047305555565,59970.0,289.0,0,0,83396.0,0,0,11556457.0,0,3305162.0,1,11905701.0,0,63456662.0,0,0,5317.1105555555805,89255606.0,13312.0,283205.0,2244.877222222196,2187.118194444444,197691996.0,15064408.0,2802.0423333333206,147102.0,36499.0,0.0,1,0,24132330.0,0,189275.0,167894483.0,15749.0,3498173.0,259486.0,0.0,17932306.0,11445.0,0,32.0,0,84.0,0.0,27054651.0,1097223.0,7980602.0,4039.444361111037,16097.0,0,0,14100.0,73477.0,48088.0,1865072.0,343520.0,0,14758.0,0,7767800.0,20.0,14658736.0,2095.0,12783.0,3900.69430555554,0.0,7098.480750000064,4091.911916666612,137892.0,5210862.0,174409262.0,4418340.0,0
185,2020-01-01 23:04:00,2.0,1,0,211118.0,3788.73602777785,0.1961666666666678,0,21941.971694444583,26070.36038888886,57838967.0,0,1241050.0,377620.0,7868.0,68852981.0,925013.0,154.0,925515.0,328.0,11784.0,20388615.0,1167.0,0.5000277777777828,39182.0,29310.0,7052.817388888927,0,3602.667000000005,62637.0,314.0,0,0,87404.0,0,0,11917813.0,0,3431822.0,1,12136202.0,0,64837397.0,0,0,5417.519888888921,91313378.0,13690.0,292929.0,2292.353666666636,2235.309666666664,203810856.0,15741118.0,2860.472972222221,152780.0,37423.0,0.0,1,0,24466365.0,0,193887.0,174719708.0,15749.0,3628643.0,264747.0,0.0,18182309.0,11934.0,0,32.0,0,84.0,0.0,27620966.0,1113927.0,8049697.0,4142.719555555476,16726.0,0,0,14644.0,75202.0,48335.0,1907913.0,352364.0,0,15106.0,0,8031501.0,20.0,14808346.0,2203.0,13071.0,3998.82488888886,0.0,7287.123611111163,4204.288499999931,142126.0,5307199.0,180229747.0,4581510.0,0
197,2020-01-01 23:18:00,374.4,1,0,121056.0,234.852277777774,0.000916666666666,0,846.3284722222179,2394.59586111106,2226289.0,0,134706.0,21145.0,1296.0,4294094.0,189580.0,0.0,92592.0,44.0,883.0,1752841.0,76.0,0.0064444444444444,1438.0,1407.0,984.350499999996,0,586.890944444448,7105.0,28.0,0,0,7737.0,0,0,680991.0,0,520525.0,1,364038.0,0,3591646.0,0,0,219.88961111112,6483480.0,950.0,49655.0,185.011000000008,211.008805555556,13977340.0,635158.0,230.976722222224,7690.0,2862.0,0.0,0,0,1982206.0,0,16003.0,11721586.0,79081.0,1954681.0,21522.0,0.0,717302.0,629.0,0,0.0,0,0.0,0.0,1162555.0,61413.0,923013.0,322.58483333333794,2362.0,0,0,4042.0,3540.0,343304.0,500916.0,89749.0,0,864.0,0,985236.0,0.0,536161.0,136.0,515.0,274.833027777776,0.0,1277.026611111122,862.3295277777739,27048.0,425445.0,12267728.0,362160.0,0
197,2020-01-01 23:19:00,373.0,1,0,130656.0,253.656638888894,0.000916666666666,0,957.906916666658,2568.9880833332604,2436301.0,0,145054.0,22669.0,1372.0,4671086.0,203152.0,0.0,99616.0,52.0,931.0,1918129.0,80.0,0.010861111111111,1594.0,1506.0,1056.983944444436,0,631.7876666666681,7665.0,32.0,0,0,8301.0,0,0,752221.0,0,555122.0,1,390919.0,0,3953701.0,0,0,239.81677777778,7016149.0,1052.0,53816.0,199.772638888888,226.804222222216,15172070.0,696746.0,247.534694444444,8258.0,3192.0,0.0,0,0,2106106.0,0,17219.0,12723196.0,79712.0,2120581.0,23442.0,0.0,763621.0,650.0,0,0.0,0,0.0,0.0,1282905.0,66029.0,990340.0,349.213083333338,2679.0,0,0,4166.0,3853.0,370825.0,537073.0,94349.0,0,957.0,0,1068000.0,0.0,575552.0,155.0,572.0,298.707277777776,0.0,1356.882805555562,916.299694444454,28940.0,456714.0,13375945.0,389355.0,0
197,2020-01-01 23:20:00,371.6,1,0,152916.0,282.496555555554,0.000916666666666,0,1042.659305555558,2810.82108333326,2651173.0,0,164175.0,25109.0,1469.0,5065706.0,225289.0,0.0,112108.0,60.0,1010.0,2082950.0,88.0,0.010861111111111,1771.0,1620.0,1168.438166666676,0,692.472138888888,8505.0,36.0,0,0,9390.0,0,0,814570.0,0,628046.0,1,420319.0,0,4180936.0,0,0,258.58947222222,7659037.0,1148.0,61032.0,222.711111111108,249.157777777776,16574131.0,759534.0,272.1767500000039,9111.0,3462.0,0.0,0,0,2271377.0,0,18968.0,13968092.0,89912.0,2393686.0,25842.0,0.0,841582.0,706.0,0,0.0,0,0.0,0.0,1398870.0,71922.0,1084330.0,384.479166666658,3187.0,0,0,4710.0,4331.0,421031.0,598045.0,106954.0,0,1080.0,0,1173396.0,0.0,620912.0,170.0,632.0,329.200722222216,0.0,1517.942722222222,1018.110583333334,32508.0,490911.0,14752155.0,422610.0,0
197,2020-01-01 23:21:00,370.2000000000001,1,0,163116.0,305.993611111114,0.000916666666666,0,1122.703138888898,2978.99536111106,2858881.0,0,176360.0,26934.0,1557.0,5444451.0,237481.0,0.0,123144.0,72.0,1085.0,2248466.0,96.0,0.010861111111111,1882.0,1770.0,1265.924305555556,0,743.280583333328,9093.0,36.0,0,0,10347.0,0,0,875714.0,0,671474.0,1,439107.0,0,4548061.0,0,0,273.54936111112005,8214697.0,1250.0,65584.0,237.940500000008,267.456749999996,17818331.0,819351.0,292.852972222224,9771.0,3618.0,0.0,0,0,2384177.0,0,20498.0,15076817.0,98237.0,2571886.0,27910.0,0.0,877137.0,790.0,0,0.0,0,0.0,0.0,1494685.0,76118.0,1135433.0,418.222138888898,3987.0,0,0,5402.0,4692.0,463828.0,633385.0,113834.0,0,1170.0,0,1268388.0,0.0,653837.0,176.0,674.0,359.527833333336,0.0,1629.005444444442,1104.587444444454,34872.0,526767.0,15968953.0,451110.0,0
197,2020-01-01 23:22:00,368.4,1,0,187584.0,332.279416666674,0.000916666666666,0,1259.972777777778,3202.42488888886,3076249.0,0,196357.0,29163.0,1697.0,5844291.0,270018.0,0.0,135135.0,84.0,1157.0,2428418.0,144.0,0.0136388888888888,2032.0,1917.0,1397.372527777776,0,826.492472222228,10248.0,52.0,0,0,11739.0,0,0,939994.0,0,757898.0,1,469547.0,0,4814476.0,0,0,291.67133333334004,8935969.0,1370.0,75476.0,256.970138888888,290.626944444436,19339881.0,876853.0,318.34058333332393,10492.0,3865.0,0.0,0,0,2529767.0,0,22238.0,16314317.0,134132.0,3043816.0,30294.0,0.0,948637.0,923.0,0,0.0,0,0.0,0.0,1601266.0,82011.0,1221142.0,454.760638888898,4683.0,0,0,6626.0,5120.0,548393.0,715597.0,126874.0,0,1278.0,0,1385340.0,0.0,700592.0,197.0,716.0,389.870611111116,0.0,1795.270305555562,1224.3488611111138,41112.0,566628.0,17503156.0,488550.0,0
197,2020-01-01 23:23:00,367.4,1,0,193164.0,361.755444444454,0.000916666666666,0,1366.309111111118,3456.38105555546,3342121.0,0,214472.0,31659.0,1823.0,6356140.0,293534.0,0.0,148291.0,92.0,1250.0,2612510.0,181.0,0.0140277777777778,2212.0,2046.0,1518.599555555556,0,900.369777777768,11508.0,56.0,0,0,12880.0,0,0,1008870.0,0,837350.0,1,503844.0,0,5173666.0,0,0,313.97683333334004,9726529.0,1511.0,82330.0,277.872861111108,312.361583333336,21009601.0,956681.0,343.119888888884,11477.0,4216.0,0.0,0,0,2689082.0,0,23978.0,17772437.0,170793.0,3472861.0,32746.0,0.0,988144.0,983.0,0,0.0,0,0.0,0.0,1741196.0,87799.0,1289042.0,493.66002777777794,4871.0,0,0,7579.0,5673.0,644931.0,766297.0,138824.0,0,1395.0,0,1495932.0,0.0,734567.0,206.0,801.0,420.511027777776,0.0,1949.863527777822,1334.6163333333338,44350.0,608361.0,19128384.0,528150.0,0
197,2020-01-01 23:24:00,366.0,1,0,194376.0,386.106277777774,0.000916666666666,0,1441.1679999999978,3632.57119444446,3601777.0,0,223729.0,33719.0,1932.0,6837796.0,300690.0,0.0,157708.0,92.0,1343.0,2795715.0,185.0,0.0140277777777778,2422.0,2202.0,1607.801361111116,0,953.540888888888,12027.0,56.0,0,0,13512.0,0,0,1081338.0,0,870434.0,1,540857.0,0,5570492.0,0,0,341.99855555556,10422889.0,1628.0,85579.0,299.367000000008,334.202166666676,22429912.0,1020073.0,366.788250000004,12286.0,4555.0,0.0,0,0,2863037.0,0,25758.0,18820382.0,177633.0,3846796.0,35174.0,0.0,1038987.0,1063.0,0,0.0,0,0.0,0.0,1914661.0,94053.0,1364261.0,525.519055555558,5067.0,0,0,8051.0,6115.0,699518.0,779929.0,143992.0,0,1497.0,0,1568484.0,0.0,767252.0,213.0,846.0,447.268611111116,0.0,2043.491388888822,1398.1466666666738,45890.0,652817.0,20390953.0,557070.0,0
197,2020-01-01 23:25:00,364.6,1,0,194388.0,402.596499999994,0.000916666666666,0,1479.566555555558,3750.01927777786,3755078.0,0,230909.0,35171.0,2018.0,7068220.0,307139.0,0.0,163726.0,92.0,1427.0,2890695.0,193.0,0.0140277777777778,2515.0,2313.0,1664.857444444456,0,984.180250000008,12636.0,56.0,0,0,14166.0,0,0,1117694.0,0,896846.0,1,560445.0,0,5732898.0,0,0,357.97927777778006,10873645.0,1688.0,88184.0,313.083027777768,348.109722222216,23258503.0,1055277.0,381.968666666664,12934.0,4789.0,0.0,0,0,2924627.0,0,27006.0,19442477.0,182823.0,4151671.0,36639.0,0.0,1073242.0,1144.0,0,4.0,0,0.0,0.0,2015246.0,97281.0,1389377.0,545.182361111118,5251.0,0,0,8147.0,6383.0,762179.0,792853.0,147596.0,0,1569.0,0,1617204.0,0.0,787908.0,219.0,870.0,465.925777777776,0.0,2110.7900555556216,1439.6483888888938,47527.0,675389.0,21128646.0,573795.0,0
197,2020-01-01 23:26:00,363.2000000000001,1,0,199464.0,420.168611111114,0.001666666666666,0,1576.542249999998,3969.561750000061,3960386.0,0,246910.0,36895.0,2110.0,7454488.0,331027.0,13.0,172683.0,92.0,1499.0,3028371.0,198.0,0.0140277777777778,2629.0,2427.0,1746.334555555556,0,1041.520500000008,13623.0,56.0,0,0,15099.0,0,0,1171968.0,0,962163.0,1,584369.0,0,5980488.0,0,0,379.22652777778,11474665.0,1766.0,93521.0,328.978666666668,365.396277777776,24543303.0,1109386.0,399.777305555564,13599.0,5002.0,0.0,0,0,3036663.0,0,28271.0,20378987.0,218748.0,4678366.0,38419.0,0.0,1112866.0,1224.0,0,4.0,0,0.0,0.0,2138471.0,101277.0,1452466.0,567.872777777778,5827.0,0,0,8459.0,6779.0,857846.0,848173.0,156176.0,0,1623.0,0,1701768.0,0.0,819108.0,235.0,930.0,486.575194444436,0.0,2242.228944444422,1528.432333333334,50949.0,705225.0,22342167.0,604215.0,0
197,2020-01-01 23:27:00,361.8,1,0,203892.0,441.849194444454,0.001666666666666,0,1654.137916666678,4137.425527777859,4166642.0,0,259930.0,38775.0,2226.0,7846648.0,349475.0,276.0,180807.0,92.0,1619.0,3172215.0,218.0,0.0196666666666664,2752.0,2565.0,1831.959638888896,0,1091.051833333328,14428.0,60.0,0,0,15815.0,0,0,1224184.0,0,1011375.0,1,608205.0,0,6354573.0,0,0,400.07416666666,12098281.0,1874.0,98118.0,345.918944444448,384.305833333336,25815043.0,1163218.0,418.623500000004,14191.0,5272.0,0.0,0,0,3148923.0,0,29776.0,21330722.0,244444.0,5024326.0,40343.0,0.0,1151801.0,1292.0,0,4.0,0,0.0,0.0,2273567.0,106022.0,1495093.0,594.895972222218,6199.0,0,0,9083.0,7163.0,917841.0,893425.0,162144.0,0,1713.0,0,1773228.0,0.0,846709.0,241.0,978.0,510.981861111116,0.0,2351.6696666666217,1604.231861111114,54777.0,739865.0,23518266.0,631665.0,0
